Month,Year,Area,Avg.PlantCover,AvgPlantHeight,Avg.PeriphytonCover,AvgPeriphytonVolume,AvgWaterDepth,FunctionalGroup,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
December,1996,Shark,24.47058824,34.2605042,44.21848739,4631.092437,46.38655462,omnivore,1.166986667,0.16671238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,piscivore,0.47060938,0.06722991,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,detrivore,0.54390661,0.07770094,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,algivore,0.184543946,0.026363419,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,planktivore,0.513452778,0.073350397,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,omnivore,0.973219888,0.139031412,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1996,Taylor,13.79120879,38.14285714,47.31868132,4437.362637,35.83516484,invertivore,2.121095712,0.303013674,2.02,2.4592,1.9792,0.4802,3.9428,47.4246,6.4018,41.0232,0.2838,0.0256,0.9704,631.3042,21.54,21.88,23.84,23.88,7.08,7.08,6.15,NA
December,1997,Shark,30.51282051,27.56410256,61.41025641,4187.179487,58.79487179,algivore,1.411133739,0.201590533,2.566666667,1.663333333,1.517666667,0.146,1.173666667,48.51066667,2.837,45.674,0.431666667,0.066666667,1.254666667,1076.069333,6.933333333,7.133333333,20.03333333,19.96666667,7.9,8.266666667,1.383333333,NA
December,1997,Shark,30.51282051,27.56410256,61.41025641,4187.179487,58.79487179,detrivore,0.734728203,0.104961173,2.566666667,1.663333333,1.517666667,0.146,1.173666667,48.51066667,2.837,45.674,0.431666667,0.066666667,1.254666667,1076.069333,6.933333333,7.133333333,20.03333333,19.96666667,7.9,8.266666667,1.383333333,NA
December,1997,Shark,30.51282051,27.56410256,61.41025641,4187.179487,58.79487179,omnivore,0.857653373,0.12252191,2.566666667,1.663333333,1.517666667,0.146,1.173666667,48.51066667,2.837,45.674,0.431666667,0.066666667,1.254666667,1076.069333,6.933333333,7.133333333,20.03333333,19.96666667,7.9,8.266666667,1.383333333,NA
December,1997,Shark,30.51282051,27.56410256,61.41025641,4187.179487,58.79487179,invertivore,13.55663933,1.936662759,2.566666667,1.663333333,1.517666667,0.146,1.173666667,48.51066667,2.837,45.674,0.431666667,0.066666667,1.254666667,1076.069333,6.933333333,7.133333333,20.03333333,19.96666667,7.9,8.266666667,1.383333333,NA
December,1997,Shark,30.51282051,27.56410256,61.41025641,4187.179487,58.79487179,piscivore,0.18842655,0.02691808,2.566666667,1.663333333,1.517666667,0.146,1.173666667,48.51066667,2.837,45.674,0.431666667,0.066666667,1.254666667,1076.069333,6.933333333,7.133333333,20.03333333,19.96666667,7.9,8.266666667,1.383333333,NA
December,1997,Taylor,13.41758242,23.91208791,25.64835165,1615.659341,51.05494505,algivore,0.301965093,0.04313787,2.083333333,1.309833333,1.151,0.159,2.556833333,36.13783333,3.866666667,32.27116667,0.314833333,0.084,0.62,598.5765,20.53333333,22.13333333,23.3,22.46666667,6.2,6.45,1.958333333,NA
December,1997,Taylor,13.41758242,23.91208791,25.64835165,1615.659341,51.05494505,detrivore,0.55477294,0.08657459,2.083333333,1.309833333,1.151,0.159,2.556833333,36.13783333,3.866666667,32.27116667,0.314833333,0.084,0.62,598.5765,20.53333333,22.13333333,23.3,22.46666667,6.2,6.45,1.958333333,NA
December,1997,Taylor,13.41758242,23.91208791,25.64835165,1615.659341,51.05494505,omnivore,0.748130565,0.107538574,2.083333333,1.309833333,1.151,0.159,2.556833333,36.13783333,3.866666667,32.27116667,0.314833333,0.084,0.62,598.5765,20.53333333,22.13333333,23.3,22.46666667,6.2,6.45,1.958333333,NA
December,1997,Taylor,13.41758242,23.91208791,25.64835165,1615.659341,51.05494505,invertivore,3.075225083,0.444769296,2.083333333,1.309833333,1.151,0.159,2.556833333,36.13783333,3.866666667,32.27116667,0.314833333,0.084,0.62,598.5765,20.53333333,22.13333333,23.3,22.46666667,6.2,6.45,1.958333333,NA
December,1997,Taylor,13.41758242,23.91208791,25.64835165,1615.659341,51.05494505,piscivore,0.32424359,0.04632051,2.083333333,1.309833333,1.151,0.159,2.556833333,36.13783333,3.866666667,32.27116667,0.314833333,0.084,0.62,598.5765,20.53333333,22.13333333,23.3,22.46666667,6.2,6.45,1.958333333,NA
December,1998,Shark,12.03174603,27.96031746,56.53968254,4274.603175,53.30952381,omnivore,1.273457604,0.181922513,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,12.03174603,27.96031746,56.53968254,4274.603175,53.30952381,piscivore,0.5814532,0.083064743,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,12.03174603,27.96031746,56.53968254,4274.603175,53.30952381,detrivore,2.1186102,0.3026586,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,12.03174603,27.96031746,56.53968254,4274.603175,53.30952381,algivore,2.224000771,0.317714398,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,12.03174603,27.96031746,56.53968254,4274.603175,53.30952381,invertivore,9.822540222,1.403220037,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,planktivore,0.47683081,0.06811869,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,omnivore,0.995844214,0.142263458,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,detrivore,3.32404983,0.474864265,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,invertivore,12.01276085,1.716108693,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,piscivore,0.58009921,0.08287132,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,19.01098901,36.75824176,60.07692308,3440.10989,44.04395604,algivore,0.169275868,0.024182266,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,planktivore,0.4016038,0.05737197,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,invertivore,12.92943815,1.847062588,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,detrivore,0.664522365,0.094931765,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,omnivore,1.074095512,0.153442219,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,piscivore,1.18288856,0.16898408,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,16.12698413,26.07936508,10.11904762,2582.547619,71.23015873,algivore,1.079532151,0.154218878,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Taylor,14.47252747,32.79120879,14.85714286,3335.164835,36.89010989,invertivore,1.644669232,0.234952749,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,14.47252747,32.79120879,14.85714286,3335.164835,36.89010989,algivore,0.11708673,0.016726673,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,14.47252747,32.79120879,14.85714286,3335.164835,36.89010989,omnivore,0.254200315,0.036314328,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,2000,Shark,8.833333333,28.02380952,31.03968254,2217.857143,34.95238095,piscivore,0.7674101,0.10963001,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,8.833333333,28.02380952,31.03968254,2217.857143,34.95238095,algivore,2.085035023,0.297862147,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,8.833333333,28.02380952,31.03968254,2217.857143,34.95238095,invertivore,9.891775092,1.413110727,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,8.833333333,28.02380952,31.03968254,2217.857143,34.95238095,detrivore,8.538270493,1.219752927,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,8.833333333,28.02380952,31.03968254,2217.857143,34.95238095,omnivore,1.516031709,0.21657596,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Taylor,12.25,42.36666667,50.41666667,3665,29.66666667,algivore,0.10444094,0.014920133,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,12.25,42.36666667,50.41666667,3665,29.66666667,omnivore,1.176900169,0.168128596,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,12.25,42.36666667,50.41666667,3665,29.66666667,invertivore,5.071266379,0.724466626,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,12.25,42.36666667,50.41666667,3665,29.66666667,piscivore,0.569857675,0.08140824,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,12.25,42.36666667,50.41666667,3665,29.66666667,detrivore,0.976378863,0.139482695,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2001,Shark,11.02380952,21.34126984,13.35714286,1717.460317,53.57936508,piscivore,143.2003979,20.4571997,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,11.02380952,21.34126984,13.35714286,1717.460317,53.57936508,omnivore,0.084124915,0.012017848,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,11.02380952,21.34126984,13.35714286,1717.460317,53.57936508,invertivore,4.992288781,0.713184111,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,11.02380952,21.34126984,13.35714286,1717.460317,53.57936508,algivore,0.17885231,0.025550331,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,11.02380952,21.34126984,13.35714286,1717.460317,53.57936508,detrivore,1.20574974,0.172249965,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Taylor,6,30.91208791,43.73626374,4867.032967,40.47252747,detrivore,0.850558154,0.121508308,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,6,30.91208791,43.73626374,4867.032967,40.47252747,piscivore,2.94219123,0.42031303,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,6,30.91208791,43.73626374,4867.032967,40.47252747,invertivore,3.535696252,0.505099462,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,6,30.91208791,43.73626374,4867.032967,40.47252747,algivore,0.59309138,0.08472734,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,6,30.91208791,43.73626374,4867.032967,40.47252747,omnivore,0.717259382,0.102465628,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2002,Shark,45.75824176,29.41758242,63.52747253,6171.703297,37.57142857,piscivore,18.38547996,2.626497135,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,45.75824176,29.41758242,63.52747253,6171.703297,37.57142857,detrivore,3.974365543,0.567766506,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,45.75824176,29.41758242,63.52747253,6171.703297,37.57142857,omnivore,0.365048937,0.052149849,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,45.75824176,29.41758242,63.52747253,6171.703297,37.57142857,algivore,0.494538615,0.070648374,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,45.75824176,29.41758242,63.52747253,6171.703297,37.57142857,invertivore,8.293772993,1.184824713,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Taylor,14.47692308,24.55384615,66.76923077,3484.615385,41.67692308,omnivore,0.574612539,0.082087506,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,14.47692308,24.55384615,66.76923077,3484.615385,41.67692308,invertivore,1.120690956,0.160098708,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,14.47692308,24.55384615,66.76923077,3484.615385,41.67692308,planktivore,0.01587935,0.00226848,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,algivore,0.168113787,0.024016253,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,invertivore,6.72344065,0.960491521,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,planktivore,0.40197862,0.057425516,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,piscivore,0.396820623,0.05668866,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,detrivore,3.244057325,0.463436761,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,22.13492063,28.54761905,62.19047619,5182.142857,54.38095238,omnivore,0.954387386,0.136341054,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,piscivore,1.142113115,0.163159015,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,algivore,0.12972541,0.0185322,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,invertivore,3.1435035,0.449071935,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,planktivore,0.581010205,0.083001465,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,omnivore,1.109029979,0.158432853,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,11.77777778,30.04444444,55.73333333,6411.111111,42.24444444,detrivore,1.559638488,0.222805498,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2004,Shark,27.85714286,27.76190476,41.22857143,4419.52381,48.32380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,detrivore,1.845047693,0.263578243,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,omnivore,0.298002587,0.042571797,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,planktivore,0.1478898,0.02112711,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,invertivore,1.575605842,0.225086549,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,piscivore,0.52847407,0.0754963,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,11.45054945,32.06593407,56.98901099,3986.263736,35.1978022,algivore,0.045644985,0.00652071,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2005,Shark,21.62698413,20.56349206,26.64285714,3492.063492,56.05555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
December,2005,Taylor,6.071428571,26.53571429,75.33928571,7175,42.17857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
February,1996,Shark,21.63492063,29.41269841,33.82539683,2967.063492,50.0952381,detrivore,34.91031089,4.987187273,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
