Month,Year,Area,FunctionalGroup,TotalWeight,TotalBiomass,Depth,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,ChlA,TOC,Sal_S,Sal_B,Temp_S,Temp_B,DO_S,DO_B,Turb,pH
December,1998,Shark,detrivore,2.1186102,0.3026586,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,omnivore,1.273457604,0.181922513,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Shark,piscivore,0.5814532,0.083064743,2.566666667,4.114666667,3.789333333,0.325333333,1.405333333,49.28566667,5.519333333,43.76633333,0.770666667,0.119666667,2.090333333,930.6456667,10.96666667,11.03333333,24.56666667,24.56666667,4.033333333,4.033333333,7.986666667,NA
December,1998,Taylor,invertivore,12.01276085,1.716108693,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,detrivore,3.32404983,0.474864265,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,planktivore,0.47683081,0.06811869,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,algivore,0.169275868,0.024182266,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,piscivore,0.58009921,0.08287132,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,omnivore,0.995844214,0.142263458,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1999,Shark,piscivore,1.18288856,0.16898408,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,invertivore,12.92943815,1.847062588,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,omnivore,1.074095512,0.153442219,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,detrivore,0.664522365,0.094931765,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,planktivore,0.4016038,0.05737197,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,algivore,1.079532151,0.154218878,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Taylor,invertivore,1.644669232,0.234952749,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,omnivore,0.254200315,0.036314328,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,algivore,0.11708673,0.016726673,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,2000,Shark,invertivore,9.891775092,1.413110727,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,algivore,2.085035023,0.297862147,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,detrivore,8.538270493,1.219752927,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,piscivore,0.7674101,0.10963001,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,omnivore,1.516031709,0.21657596,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Taylor,piscivore,0.569857675,0.08140824,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,omnivore,1.176900169,0.168128596,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,invertivore,5.071266379,0.724466626,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,algivore,0.10444094,0.014920133,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,detrivore,0.976378863,0.139482695,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2001,Shark,omnivore,0.084124915,0.012017848,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,algivore,0.17885231,0.025550331,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,piscivore,143.2003979,20.4571997,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,invertivore,4.992288781,0.713184111,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,detrivore,1.20574974,0.172249965,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Taylor,invertivore,3.535696252,0.505099462,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,algivore,0.59309138,0.08472734,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,piscivore,2.94219123,0.42031303,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,detrivore,0.850558154,0.121508308,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,omnivore,0.717259382,0.102465628,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2002,Shark,invertivore,8.293772993,1.184824713,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,algivore,0.494538615,0.070648374,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,omnivore,0.365048937,0.052149849,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,piscivore,18.38547996,2.626497135,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Shark,detrivore,3.974365543,0.567766506,2.566666667,2.338666667,2.190333333,0.148333333,1.824666667,23.55833333,4.163333333,19.395,0.341666667,0.053666667,1.443,930.8053333,6.6,6.666666667,19.81666667,19.71333333,6.853333333,6.31,1.666666667,7.836666667
December,2002,Taylor,omnivore,0.574612539,0.082087506,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,invertivore,1.120690956,0.160098708,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2002,Taylor,planktivore,0.01587935,0.00226848,2.083333333,1.128833333,0.987333333,0.142,2.174833333,22.58266667,3.303666667,19.27883333,0.317666667,0.163833333,0.932333333,547.1596667,24.00666667,25.58666667,24.08166667,24.11666667,6.728333333,6.18,3.083333333,8.058333333
December,2003,Shark,invertivore,6.72344065,0.960491521,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,algivore,0.168113787,0.024016253,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,planktivore,0.40197862,0.057425516,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,omnivore,0.954387386,0.136341054,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,piscivore,0.396820623,0.05668866,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Shark,detrivore,3.244057325,0.463436761,2.566666667,1.636333333,1.512,0.124333333,1.506666667,39.55333333,3.142666667,36.41066667,0.466333333,0.047,2.196,1242.388667,7.15,7.34,19.78,19.80333333,5.93,6.05,2.356666667,7.756666667
December,2003,Taylor,algivore,0.12972541,0.0185322,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,planktivore,0.581010205,0.083001465,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,piscivore,1.142113115,0.163159015,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,invertivore,3.1435035,0.449071935,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,omnivore,1.109029979,0.158432853,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2003,Taylor,detrivore,1.559638488,0.222805498,2.083333333,0.673333333,0.438,0.2355,1.466,38.01583333,2.139166667,35.877,0.388333333,0.036833333,1.077666667,590.4758333,20.45333333,20.61666667,19.57166667,19.55333333,6.903333333,6.941666667,7.686666667,8.271666667
December,2004,Taylor,detrivore,1.845047693,0.263578243,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,planktivore,0.1478898,0.02112711,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,invertivore,1.575605842,0.225086549,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,algivore,0.045644985,0.00652071,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,piscivore,0.52847407,0.0754963,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
December,2004,Taylor,omnivore,0.298002587,0.042571797,2.083333333,2.058,1.526,0.532,3.6365,17.81283333,5.6945,12.11833333,0.298,0.052166667,0.694666667,1034.175833,29.45333333,29.46,19.98833333,19.935,5.583333333,5.461666667,2.886666667,8.155
February,1996,Shark,invertivore,13.24344961,1.89192136,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,omnivore,1.678652502,0.239807499,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,planktivore,0.54570013,0.07795716,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,algivore,0.482328794,0.068904113,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1996,Shark,detrivore,34.91031089,4.987187273,2.566666667,2.056,1.902,0.154333333,2.696666667,77.697,4.752666667,72.94466667,0.659333333,0.047,1.630666667,1445.416667,6.933333333,7.333333333,15.83333333,16,8.266666667,8.3,8.983333333,NA
February,1997,Shark,invertivore,7.729636278,1.104233754,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,planktivore,0.06296713,0.0089953,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,omnivore,1.464158178,0.209165454,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,piscivore,2.59625647,0.370893785,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Shark,algivore,0.962077626,0.137439661,2.566666667,3.192666667,2.937666667,0.255,1.227666667,58.20933333,4.420333333,53.789,0.424333333,0.022666667,2.050666667,1320.507,16.2,16.26666667,25.6,25.6,5.233333333,5.233333333,4.55,NA
February,1997,Taylor,invertivore,8.89968602,1.271383713,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1997,Taylor,omnivore,1.078258924,0.154036989,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1997,Taylor,planktivore,0.554271623,0.07918166,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1997,Taylor,algivore,0.086874447,0.012410637,2.083333333,0.656166667,0.474333333,0.182,1.672333333,39.41116667,2.328166667,37.08316667,0.250166667,0.032333333,0.648666667,676.8611667,25.46666667,26.26666667,24.75,24.8,6.9,6.766666667,8.55,NA
February,1998,Shark,invertivore,19.89803912,2.842577014,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,algivore,1.067150007,0.152449999,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,detrivore,3.63040844,0.51862978,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,omnivore,0.880574363,0.125796338,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Shark,piscivore,0.9142878,0.130612545,2.566666667,1.883666667,1.720333333,0.163666667,0.747,46.62433333,2.630333333,43.994,0.476333333,0.063,1.501666667,1005.444333,9.066666667,9.3,21.96666667,21.86666667,5.8,5.8,3.533333333,NA
February,1998,Taylor,invertivore,3.032346568,0.43481488,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,piscivore,0.71312867,0.10187552,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,algivore,0.109044335,0.01557776,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,detrivore,1.54571261,0.22081609,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1998,Taylor,omnivore,0.991610606,0.141791098,2.083333333,2.2115,1.951833333,0.26,5.168,37.13383333,7.379333333,29.75483333,0.393333333,0.042166667,1.113,542.2428333,19.7,20.26666667,24,23.96666667,7.766666667,7.933333333,24.65,NA
February,1999,Shark,omnivore,1.520339762,0.217191393,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,detrivore,2.72213087,0.38887584,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,invertivore,10.58362799,1.511946858,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,planktivore,0,0,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,piscivore,0.57982029,0.08283147,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Shark,algivore,1.729117927,0.247016848,2.566666667,1.718666667,1.595,0.123666667,0.861666667,47.65866667,2.580333333,45.07833333,0.302,0.024333333,1.324,1072.923667,10.36666667,10.4,21.73333333,21.73333333,6.166666667,6.133333333,2.033333333,NA
February,1999,Taylor,detrivore,0.73568068,0.10509724,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,invertivore,8.153548914,1.164792703,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,algivore,0.48452768,0.069218238,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,planktivore,0.28170549,0.04024364,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,1999,Taylor,omnivore,1.437221615,0.205317375,2.083333333,1.6415,1.467833333,0.174,2.488833333,42.03533333,4.130166667,37.90516667,0.179666667,0.021166667,0.550333333,-2897.992833,25.95,25.95,24.71666667,24.75,6.966666667,7.016666667,2.465,NA
February,2000,Shark,invertivore,14.68353097,2.097647273,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,algivore,1.313370771,0.187624396,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,detrivore,1.14806051,0.164008645,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,planktivore,0.07527938,0.0107542,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
February,2000,Shark,omnivore,1.527965291,0.218280754,2.566666667,1.314333333,1.255333333,0.059333333,1.739333333,47.778,3.053666667,44.72466667,0.802666667,0.038666667,5.055,1390.764,8.066666667,8.2,21.1,21.06666667,7.566666667,7.7,2.366666667,NA
