Month,Year,Area,SpeciesName,CommonName,FunctionalGroup,TotalSpeciesWeight,SpeciesBiomass,DEPTH,NOX,NO3,NO2,NH4,TN,DIN,TON,TP,SRP,CHLA,TOC,SAL_S,SAL_B,TEMP_S,TEMP_B,DO_S,DO_B,TURB,pH
December,1998,Taylor,Erimyzon sucetta,Lake chubsucker,invertivore,0.61970545,0.08852935,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.194701963,0.027814567,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.169275868,0.024182266,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Jordanella floridae,Flagfish,invertivore,0.662807642,0.094686807,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.351469493,0.050209928,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Belonesox belizanus,Pike topminnow,piscivore,0.58009921,0.08287132,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,8.79748639,1.25678377,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,3.13503528,0.447862185,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.43272452,0.061817788,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Heterandria formosa,Least killifish,invertivore,0.342389645,0.048912806,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1998,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.995844214,0.142263458,2.083333333,2.207333333,1.962833333,0.244666667,2.665,42.8065,4.872,37.93483333,0.468833333,0.066,0.973166667,636.9721667,21.76666667,22.5,24.63333333,24.8,7,7.966666667,3.551666667,NA
December,1999,Shark,Belonesox belizanus,Pike topminnow,piscivore,1.18288856,0.16898408,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.16436279,0.0234804,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Lucania goodei,Bluefin killifish,omnivore,1.042589692,0.148941386,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Lepomis punctatus,Spotted sunfish,invertivore,5.01332876,0.71618982,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.162658143,0.023236878,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Cichlasoma urophthalmus,Mayan cichlid,detrivore,0.664522365,0.094931765,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.384559958,0.054937136,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.742417973,0.106059711,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Ameiurus natalis,Yellow bullhead,invertivore,0.167068505,0.02386693,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Heterandria formosa,Least killifish,invertivore,0.625746904,0.089392416,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Enneacanthus gloriosus,Blue spotted sunfish,planktivore,0.4016038,0.05737197,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.03150582,0.004500833,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Poecilia latipinna,Sailfin molly,algivore,1.079532151,0.154218878,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Jordanella floridae,Flagfish,invertivore,0.512189432,0.073169918,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Shark,Lepomis marginatus,Dollar sunfish,invertivore,5.15710568,0.73672938,2.566666667,1.851333333,1.692,0.159333333,0.988666667,53.26333333,2.839333333,50.424,0.418333333,0.051666667,3.333666667,1016.451333,5.566666667,5.6,22.36666667,22.36666667,4.933333333,4.9,3.813333333,NA
December,1999,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.287429612,0.041061373,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Jordanella floridae,Flagfish,invertivore,0.369705027,0.052815004,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.20046112,0.028637303,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.226512118,0.032358875,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.17670054,0.02524293,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Lepomis marginatus,Dollar sunfish,invertivore,0.24823118,0.0354616,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.053739195,0.007677025,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.11708673,0.016726673,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.279605708,0.039943672,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.02754278,0.003934685,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,1999,Taylor,Heterandria formosa,Least killifish,invertivore,0.028942266,0.00413461,2.083333333,1.845666667,1.475666667,0.370166667,3.566166667,43.97116667,5.4115,38.55983333,0.3675,-1666.440667,2.600333333,725.0731667,17.43333333,17.8,19.15,19.16666667,7.916666667,8.066666667,6.983333333,NA
December,2000,Shark,Heterandria formosa,Least killifish,invertivore,0.668287071,0.095469581,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.493270661,0.070467239,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Jordanella floridae,Flagfish,invertivore,1.55133788,0.221619698,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Ameiurus natalis,Yellow bullhead,invertivore,1.530609267,0.218658465,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Poecilia latipinna,Sailfin molly,algivore,2.085035023,0.297862147,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Cichlasoma urophthalmus,Mayan cichlid,detrivore,8.538270493,1.219752927,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Erimyzon sucetta,Lake chubsucker,invertivore,1.668525922,0.238360844,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Lepomis punctatus,Spotted sunfish,invertivore,2.50545654,0.357922363,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Belonesox belizanus,Pike topminnow,piscivore,0.7674101,0.10963001,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.159363803,0.022766258,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,1.116111351,0.159444479,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.198812597,0.0284018,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Shark,Lucania goodei,Bluefin killifish,omnivore,1.516031709,0.21657596,2.566666667,2.793333333,2.579,0.214,1.008,24.49233333,3.800666667,20.69166667,0.457,0.076666667,1.628333333,1055.139,14.6,15.1,23.9,23.76666667,4.933333333,4.766666667,2.31,NA
December,2000,Taylor,Lepomis gulosus,Warmouth,piscivore,0.569857675,0.08140824,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.460091655,0.06572738,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.736936855,0.105276695,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Lepomis macrochirus,Bluegill sunfish,invertivore,0.08903931,0.0127199,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Jordanella floridae,Flagfish,invertivore,0.708551004,0.101221572,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.10444094,0.014920133,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,0.976378863,0.139482695,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Ameiurus natalis,Yellow bullhead,invertivore,0.02059469,0.0029421,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Heterandria formosa,Least killifish,invertivore,0.103155309,0.014736472,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.715753972,0.102250568,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Lepomis microlophus,Redear sunfish,invertivore,1.32317075,0.18902439,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Erimyzon sucetta,Lake chubsucker,invertivore,0.144648,0.020664,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Lucania goodei,Bluefin killifish,omnivore,0.716808514,0.102401216,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.436033246,0.062290465,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.511189291,0.073027042,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2000,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.282193952,0.040313422,1.95,1.478875,1.27625,0.20275,1.80075,24.923125,3.2795,21.643875,0.622625,0.075875,0.5065,701.125125,24.0875,24.1625,22.775,22.7,6.225,6.2375,2.76375,NA
December,2001,Shark,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.039807635,0.005686805,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Poecilia latipinna,Sailfin molly,algivore,0.17885231,0.025550331,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Lepisosteus platyrhinchus,Florida gar,piscivore,142.9288076,20.41840108,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Fundulus chrysotus,Golden topminnow,invertivore,0.30040389,0.042914841,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Lucania goodei,Bluefin killifish,omnivore,0.04431728,0.006331043,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Lepomis marginatus,Dollar sunfish,invertivore,0.496926415,0.070989485,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Ameiurus natalis,Yellow bullhead,invertivore,0.198826263,0.028403753,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Cichlasoma urophthalmus,Mayan cichlid,detrivore,1.20574974,0.172249965,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Gambusia holbrooki,Eastern mosquitofish,invertivore,1.412648048,0.201806863,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Belonesox belizanus,Pike topminnow,piscivore,0.2715903,0.038798617,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Jordanella floridae,Flagfish,invertivore,1.839628237,0.262804034,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Lepomis punctatus,Spotted sunfish,invertivore,0.117797205,0.016828175,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Fundulus confluentus,Marsh killifish,invertivore,0.513521329,0.07336019,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Shark,Heterandria formosa,Least killifish,invertivore,0.112537395,0.01607677,2.566666667,1.25,1.165333333,0.084666667,0.666666667,38.99333333,1.916333333,37.07666667,0.258333333,0.012,1.622,1071.25,5.966666667,6.266666667,23.9,23.96666667,6.033333333,5.966666667,1.533333333,NA
December,2001,Taylor,Lepomis punctatus,Spotted sunfish,invertivore,0.310140839,0.044305834,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Fundulus confluentus,Marsh killifish,invertivore,0.429325636,0.061332233,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Jordanella floridae,Flagfish,invertivore,0.765153207,0.109307601,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Poecilia latipinna,Sailfin molly,algivore,0.59309138,0.08472734,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Lepisosteus platyrhinchus,Florida gar,piscivore,2.94219123,0.42031303,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Cichlasoma urophthalmus,Mayan cichlid,detrivore,0.850558154,0.121508308,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Lepomis microlophus,Redear sunfish,invertivore,0.639142245,0.091306035,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Gambusia holbrooki,Eastern mosquitofish,invertivore,0.380237032,0.054319576,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Fundulus chrysotus,Golden topminnow,invertivore,0.473166668,0.067595236,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Cyprinodon variegatus,Sheepshed minnow,omnivore,0.470081945,0.067154565,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Lepomis marginatus,Dollar sunfish,invertivore,0.45690624,0.06527232,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
December,2001,Taylor,Elassoma evergladei,Everglades pygmy sunfish,invertivore,0.040432233,0.005776033,2.083333333,1.324,1.107833333,0.216166667,1.743,29.172,3.066833333,26.1055,0.185333333,0.046,1.199666667,579.771,19.75,19.96666667,24.21666667,24.18333333,7.766666667,7.433333333,6.521666667,NA
