Date,Area,SITENAME,NumofThrowTraps,Avg%PlantCover,AvgPlantHeight ,Avg%PeriphytonCover,AvgPeriphytonVolume,AvgWaterDepth,Comments
1996-10-29,Shark,Shark Slough_Site 23B,3,30,32,25,2300,44,
1996-10-29,Shark,Shark Slough_Site 23B,4,15,27,20,4400,43,
1996-10-29,Shark,Shark Slough_Site 23B,5,15,29,25,1800,57,
1996-10-29,Shark,Shark Slough_Site 23B,6,5,24,30,5100,52,
1996-10-29,Shark,Shark Slough_Site 23B,7,15,26,30,9100,36,
1996-10-29,Taylor,Taylor Slough_Site MDE,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site MDE,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-10-29,Taylor,Taylor Slough_Site TSD,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSD,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSD,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSD,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSD,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-29,Taylor,Taylor Slough_Site TSD,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Shark,Shark Slough_Site 23B,1,5,22,5,4100,64,
1996-10-30,Shark,Shark Slough_Site 23B,2,5,22,10,0,59,
1996-10-30,Shark,Shark Slough_Site 23B,3,10,23,25,5900,58,
1996-10-30,Shark,Shark Slough_Site 23B,4,10,20,10,2400,48,
1996-10-30,Shark,Shark Slough_Site 23B,5,20,26,25,5500,50,
1996-10-30,Shark,Shark Slough_Site 23B,6,0,23,30,9700,54,
1996-10-30,Shark,Shark Slough_Site 23B,7,20,28,25,6000,54,
1996-10-30,Taylor,Taylor Slough_Site TSD,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-10-30,Taylor,Taylor Slough_Site TSE,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Shark,Shark Slough_Site 07A,1,10,32,30,2400,53,
1996-12-03,Shark,Shark Slough_Site 07A,2,5,54,90,4000,28,
1996-12-03,Shark,Shark Slough_Site 07A,3,1,24,85,5000,56,
1996-12-03,Shark,Shark Slough_Site 07A,4,5,27,70,3400,56,
1996-12-03,Shark,Shark Slough_Site 07A,5,5,32,55,4100,56,
1996-12-03,Shark,Shark Slough_Site 07A,6,10,32,30,3700,54,
1996-12-03,Shark,Shark Slough_Site 07A,7,5,29,25,3900,53,
1996-12-03,Shark,Shark Slough_Site 07B,1,80,31,30,2200,55,
1996-12-03,Shark,Shark Slough_Site 07B,2,70,32,60,4500,50,
1996-12-03,Shark,Shark Slough_Site 07B,3,30,26,50,2400,55,
1996-12-03,Shark,Shark Slough_Site 07B,4,40,47,20,2400,46,
1996-12-03,Shark,Shark Slough_Site 07B,5,50,45,40,2400,47,
1996-12-03,Shark,Shark Slough_Site 07B,6,50,35,40,3400,51,
1996-12-03,Shark,Shark Slough_Site 07B,7,20,24,60,3800,48,
1996-12-03,Shark,Shark Slough_Site 07C,1,10,24,25,3800,53,
1996-12-03,Shark,Shark Slough_Site 07C,2,15,25,55,5000,51,
1996-12-03,Shark,Shark Slough_Site 07C,3,10,22,45,5200,52,
1996-12-03,Shark,Shark Slough_Site 07C,4,15,37,40,3800,51,
1996-12-03,Shark,Shark Slough_Site 07C,5,15,24,50,4300,55,
1996-12-03,Shark,Shark Slough_Site 07C,6,15,35,45,3600,52,
1996-12-03,Taylor,Taylor Slough_Site CPA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site CPA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site CPB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site CPB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site CPC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site CPC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-03,Taylor,Taylor Slough_Site MDD,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site MDD,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-03,Taylor,Taylor Slough_Site TSE,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Shark,Shark Slough_Site 07C,7,10,30,25,5100,54,
1996-12-05,Shark,Shark Slough_Site 37A,1,80,26,1,300,33,
1996-12-05,Shark,Shark Slough_Site 37A,2,80,36,1,300,41,
1996-12-05,Shark,Shark Slough_Site 37A,3,90,45,5,500,37,
1996-12-05,Shark,Shark Slough_Site 37A,4,90,38,1,100,33,
1996-12-05,Shark,Shark Slough_Site 37A,5,20,24,15,1600,47,
1996-12-05,Shark,Shark Slough_Site 37A,6,60,28,30,1800,39,
1996-12-05,Shark,Shark Slough_Site 37A,7,60,38,10,500,40,
1996-12-05,Shark,Shark Slough_Site 37B,1,10,20,15,1600,38,
1996-12-05,Shark,Shark Slough_Site 37B,2,30,29,40,5900,33,
1996-12-05,Shark,Shark Slough_Site 37B,3,60,24,35,3700,34,
1996-12-05,Shark,Shark Slough_Site 37B,4,50,42,10,600,35,
1996-12-05,Shark,Shark Slough_Site 37B,5,20,30,75,6500,33,
1996-12-05,Shark,Shark Slough_Site 37B,6,40,38,70,2700,34,
1996-12-05,Taylor,Taylor Slough_Site MDE,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site MDE,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-05,Taylor,Taylor Slough_Site TSA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-05,Taylor,Taylor Slough_Site TSD,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 08A,1,25,41,55,7000,38,
1996-12-06,Shark,Shark Slough_Site 08A,2,30,38,80,5000,37,
1996-12-06,Shark,Shark Slough_Site 08A,3,35,42,45,3000,39,
1996-12-06,Shark,Shark Slough_Site 08A,4,25,43,40,3600,39,
1996-12-06,Shark,Shark Slough_Site 08A,5,20,50,30,3700,45,
1996-12-06,Shark,Shark Slough_Site 08A,6,20,50,30,3800,43,
1996-12-06,Shark,Shark Slough_Site 08A,7,30,51,30,5200,36,
1996-12-06,Shark,Shark Slough_Site 08B,1,80,40,20,1200,43,
1996-12-06,Shark,Shark Slough_Site 08B,2,20,38,40,4400,45,
1996-12-06,Shark,Shark Slough_Site 08B,3,15,44,50,4400,50,
1996-12-06,Shark,Shark Slough_Site 08B,4,30,51,45,4000,49,
1996-12-06,Shark,Shark Slough_Site 37A,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37A,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37A,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37A,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37A,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37A,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Shark,Shark Slough_Site 37B,7,80,42,40,4500,39,
1996-12-06,Shark,Shark Slough_Site 37C,1,65,48,1,200,45,
1996-12-06,Shark,Shark Slough_Site 37C,2,70,34,1,100,44,
1996-12-06,Shark,Shark Slough_Site 37C,3,60,38,1,100,38,
1996-12-06,Shark,Shark Slough_Site 37C,4,65,35,60,3200,36,
1996-12-06,Shark,Shark Slough_Site 37C,5,70,50,1,100,38,
1996-12-06,Shark,Shark Slough_Site 37C,6,50,52,20,1400,40,
1996-12-06,Shark,Shark Slough_Site 37C,7,45,40,40,2400,44,
1996-12-06,Taylor,Taylor Slough_Site TSD,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSD,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSD,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSD,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSD,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSD,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-06,Taylor,Taylor Slough_Site TSE,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 08B,5,35,43,55,4100,47,
1996-12-07,Shark,Shark Slough_Site 08B,6,10,44,10,1200,50,
1996-12-07,Shark,Shark Slough_Site 08B,7,15,42,40,4200,50,
1996-12-07,Shark,Shark Slough_Site 08C,1,15,45,40,3800,44,
1996-12-07,Shark,Shark Slough_Site 08C,2,10,38,50,3300,42,
1996-12-07,Shark,Shark Slough_Site 08C,3,15,42,25,2700,47,
1996-12-07,Shark,Shark Slough_Site 08C,4,1,32,20,4100,48,
1996-12-07,Shark,Shark Slough_Site 08C,5,20,42,20,3500,44,
1996-12-07,Shark,Shark Slough_Site 08C,6,20,38,15,2200,45,
1996-12-07,Shark,Shark Slough_Site 08C,7,20,41,35,3800,48,
1996-12-07,Shark,Shark Slough_Site 37A,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37B,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37C,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-07,Shark,Shark Slough_Site 37C,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Shark,Shark Slough_Site 37C,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Shark,Shark Slough_Site 37C,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Shark,Shark Slough_Site 37C,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Shark,Shark Slough_Site 37C,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Shark,Shark Slough_Site 37C,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-10,Taylor,Taylor Slough_Site CPA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site CPA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site CPB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site CPB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site CPC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site CPC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDA,1,1,30,20,2400,41,
1996-12-10,Taylor,Taylor Slough_Site MDA,2,1,28,30,3300,40,
1996-12-10,Taylor,Taylor Slough_Site MDA,3,1,32,25,3400,40,
1996-12-10,Taylor,Taylor Slough_Site MDA,4,1,27,20,2500,43,
1996-12-10,Taylor,Taylor Slough_Site MDA,5,5,36,20,1800,34,
1996-12-10,Taylor,Taylor Slough_Site MDA,6,1,28,55,3400,35,
1996-12-10,Taylor,Taylor Slough_Site MDA,7,1,34,30,2000,39,
1996-12-10,Taylor,Taylor Slough_Site MDB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDB,1,1,40,15,2800,42,
1996-12-10,Taylor,Taylor Slough_Site MDB,2,15,41,15,2200,30,
1996-12-10,Taylor,Taylor Slough_Site MDB,3,5,36,20,3400,39,
1996-12-10,Taylor,Taylor Slough_Site MDC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-10,Taylor,Taylor Slough_Site MDC,1,10,41,60,3100,34,
1996-12-10,Taylor,Taylor Slough_Site MDC,2,5,29,70,5100,45,
1996-12-10,Taylor,Taylor Slough_Site MDC,3,1,47,30,4700,41,
1996-12-10,Taylor,Taylor Slough_Site MDC,4,10,37,45,3300,36,
1996-12-10,Taylor,Taylor Slough_Site MDC,5,10,45,60,4100,43,
1996-12-10,Taylor,Taylor Slough_Site MDC,6,15,27,70,5400,38,
1996-12-10,Taylor,Taylor Slough_Site MDC,7,15,37,50,4300,40,
1996-12-11,Shark,Shark Slough_Site 50B,1,5,27,20,3600,43,
1996-12-11,Shark,Shark Slough_Site 50B,2,25,33,50,6500,43,
1996-12-11,Shark,Shark Slough_Site 50B,3,10,32,75,8000,38,
1996-12-11,Shark,Shark Slough_Site 50B,4,5,26,75,6000,44,
1996-12-11,Shark,Shark Slough_Site 50C,1,5,32,30,9000,45,
1996-12-11,Shark,Shark Slough_Site 50C,2,10,39,50,7000,48,
1996-12-11,Shark,Shark Slough_Site 50C,3,20,31,75,11500,45,
1996-12-11,Shark,Shark Slough_Site 50C,4,10,34,90,10500,49,
1996-12-11,Shark,Shark Slough_Site 50C,5,15,30,40,10000,48,
1996-12-11,Shark,Shark Slough_Site 50C,6,50,34,85,6000,42,
1996-12-11,Shark,Shark Slough_Site 50C,7,35,33,80,10000,47,
1996-12-11,Taylor,Taylor Slough_Site MDB,4,5,38,60,3600,43,
1996-12-11,Taylor,Taylor Slough_Site MDB,5,5,43,25,2000,52,
1996-12-11,Taylor,Taylor Slough_Site MDB,6,5,35,40,3000,45,
1996-12-11,Taylor,Taylor Slough_Site MDB,7,5,37,45,2600,44,
1996-12-11,Taylor,Taylor Slough_Site MDD,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDD,1,65,48,90,5700,21,
1996-12-11,Taylor,Taylor Slough_Site MDD,2,1,24,1,300,23,
1996-12-11,Taylor,Taylor Slough_Site MDD,3,1,40,20,2100,27,
1996-12-11,Taylor,Taylor Slough_Site MDD,4,5,34,25,2400,24,
1996-12-11,Taylor,Taylor Slough_Site MDD,5,30,38,75,5700,25,
1996-12-11,Taylor,Taylor Slough_Site MDD,6,35,46,45,4000,21,
1996-12-11,Taylor,Taylor Slough_Site MDD,7,25,65,40,2600,25,
1996-12-11,Taylor,Taylor Slough_Site MDE,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site MDE,1,40,41,100,8000,14,
1996-12-11,Taylor,Taylor Slough_Site MDE,2,50,52,100,5000,15,
1996-12-11,Taylor,Taylor Slough_Site MDE,3,50,49,100,11400,15,
1996-12-11,Taylor,Taylor Slough_Site MDE,4,60,46,100,8200,14,
1996-12-11,Taylor,Taylor Slough_Site MDE,5,55,45,100,6800,15,
1996-12-11,Taylor,Taylor Slough_Site MDE,6,45,48,100,8000,13,
1996-12-11,Taylor,Taylor Slough_Site MDE,7,40,47,100,7400,13,
1996-12-11,Taylor,Taylor Slough_Site TSA,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSA,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSB,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSB,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSC,6,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSC,7,-9999,-9999,-9999,-9999,-9999,HELCOP
1996-12-11,Taylor,Taylor Slough_Site TSD,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSD,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSE,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-11,Taylor,Taylor Slough_Site TSE,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 07B,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 07B,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 07B,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08A,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08B,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,3,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,4,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,5,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,6,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 08C,7,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 23B,1,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 23B,2,-9999,-9999,-9999,-9999,-9999,NODATA
1996-12-12,Shark,Shark Slough_Site 50A,1,5,30,85,10500,41,
1996-12-12,Shark,Shark Slough_Site 50A,2,5,24,75,12000,44,
1996-12-12,Shark,Shark Slough_Site 50A,3,20,33,60,13000,43,
1996-12-12,Shark,Shark Slough_Site 50A,4,20,29,55,6000,41,
1996-12-12,Shark,Shark Slough_Site 50A,5,5,30,50,12000,41,
1996-12-12,Shark,Shark Slough_Site 50A,6,15,28,65,10000,39,
1996-12-12,Shark,Shark Slough_Site 50A,7,20,33,80,9000,38,
1996-12-12,Shark,Shark Slough_Site 50B,5,5,20,85,10000,41,
1996-12-12,Shark,Shark Slough_Site 50B,6,5,22,55,8500,36,
1996-12-12,Shark,Shark Slough_Site 50B,7,5,22,30,6000,41,
1996-12-12,Taylor,Taylor Slough_Site CPA,1,10,36,25,3700,44,
1996-12-12,Taylor,Taylor Slough_Site CPA,2,1,37,25,2900,48,
1996-12-12,Taylor,Taylor Slough_Site CPA,3,20,33,30,4000,43,
1996-12-12,Taylor,Taylor Slough_Site CPA,4,15,31,20,4500,42,
1996-12-12,Taylor,Taylor Slough_Site CPA,5,5,37,50,5900,41,
1996-12-12,Taylor,Taylor Slough_Site CPA,6,5,29,20,4500,40,
1996-12-12,Taylor,Taylor Slough_Site CPA,7,15,36,30,2700,42,
1996-12-12,Taylor,Taylor Slough_Site CPB,1,10,31,30,4300,43,
1996-12-12,Taylor,Taylor Slough_Site CPB,2,5,32,50,6100,41,
1996-12-12,Taylor,Taylor Slough_Site CPB,3,5,29,40,3800,43,
1996-12-12,Taylor,Taylor Slough_Site CPB,4,10,32,45,8600,44,
1996-12-12,Taylor,Taylor Slough_Site CPB,5,5,24,50,6200,41,
1996-12-12,Taylor,Taylor Slough_Site CPB,6,5,32,35,6900,43,
1996-12-12,Taylor,Taylor Slough_Site CPB,7,1,36,60,8200,42,
1996-12-12,Taylor,Taylor Slough_Site CPC,1,1,33,30,3400,35,
1996-12-12,Taylor,Taylor Slough_Site CPC,2,1,27,75,5100,37,
