Month,Year,Area,SpeciesName,TotalSpeciesWeight,SpeciesBiomass
February,1998,Taylor,Fundulus chrysotus,0.73044506,0.10434929
February,1998,Taylor,Lucania goodei,2.47781606,0.35397372
February,1998,Taylor,Gambusia holbrooki,0.2404482,0.03434974
February,1998,Taylor,Heterandria formosa,0.28302843,0.04043263
February,1998,Taylor,Jordanella floridae,0.43417365,0.06202481
February,1998,Taylor,Fundulus chrysotus,0.48971714,0.06995959
February,1998,Taylor,Lucania goodei,1.625887,0.23226957
February,1998,Taylor,Poecilia latipinna,0.08162437,0.01166062
February,1998,Taylor,Gambusia holbrooki,0.5899233,0.08427476
February,1998,Taylor,Jordanella floridae,0.73111085,0.10444441
February,1998,Taylor,Heterandria formosa,0.87299679,0.12471383
February,1998,Taylor,Fundulus chrysotus,2.16348722,0.3090696
February,1998,Taylor,Lucania goodei,2.81154937,0.40164991
February,1998,Taylor,Gambusia holbrooki,0.01370243,0.00195749
February,1998,Taylor,Elassoma evergladei,0.07248398,0.01035485
February,1998,Taylor,Heterandria formosa,0.13425383,0.01917912
February,1998,Taylor,Poecilia latipinna,0.1364643,0.0194949
February,1998,Taylor,Lucania goodei,0.25120837,0.03588691
February,1998,Taylor,Fundulus chrysotus,0.28384922,0.04054989
February,1998,Taylor,Lepomis punctatus,0.3043242,0.04347489
February,1998,Taylor,Belenesox belizanus,0.71312867,0.10187552
February,1998,Taylor,Jordanella floridae,1.36075712,0.19439387
February,1998,Taylor,Elassoma evergladei,0.01047895,0.00149699
February,1998,Taylor,Fundulus chrysotus,0.06042677,0.0086324
February,1998,Taylor,Lucania goodei,0.10613173,0.01516168
February,1998,Taylor,Gambusia holbrooki,0.12663691,0.01809099
February,1998,Taylor,Jordanella floridae,0.13564944,0.01937849
February,1998,Taylor,Heterandria formosa,0.16845645,0.02406521
February,1998,Taylor,Fundulus confluentus,0.36860383,0.05265769
February,1998,Taylor,Ameriurus natalis,1.01331499,0.14475928
February,1998,Taylor,Erimyzon sucetta,0.03842086,0.00548869
February,1998,Taylor,Fundulus chrysotus,0.04057248,0.00579607
February,1998,Taylor,Heterandria formosa,0.07078621,0.01011232
February,1998,Taylor,Lucania goodei,0.17849399,0.02549914
February,1998,Taylor,Gambusia holbrooki,0.26622613,0.0380323
February,1998,Taylor,Jordanella floridae,0.52483477,0.0749764
February,1998,Taylor,Elassoma evergladei,0.03013714,0.00430531
February,1998,Taylor,Erimyzon sucetta,0.04704731,0.00672104
February,1998,Taylor,Heterandria formosa,0.10453567,0.01493367
February,1998,Taylor,Gambusia holbrooki,0.20865969,0.02980853
February,1998,Taylor,Fundulus chrysotus,0.46442207,0.06634601
February,1998,Taylor,Lucania goodei,0.56050304,0.08007186
February,1998,Taylor,Jordanella floridae,0.97813946,0.13973421
February,1998,Taylor,Elassoma evergladei,0.04242163,0.00606023
February,1998,Taylor,Erimyzon sucetta,0.15282881,0.02183269
February,1998,Taylor,Heterandria formosa,0.19369494,0.02767071
February,1998,Taylor,Lepomis punctatus,0.20564627,0.02937804
February,1998,Taylor,Gambusia holbrooki,0.3035601,0.04336573
February,1998,Taylor,Fundulus chrysotus,0.4209607,0.06013724
February,1998,Taylor,Jordanella floridae,0.8248565,0.11783664
February,1998,Taylor,Lucania goodei,0.98486615,0.14069516
February,1998,Taylor,Heterandria formosa,0.04533736,0.00647677
February,1998,Taylor,Gambusia holbrooki,0.09512237,0.01358891
February,1998,Taylor,Erimyzon sucetta,0.13104766,0.01872109
February,1998,Taylor,Lucania goodei,1.09162782,0.15594683
February,1998,Taylor,Jordanella floridae,1.5636584,0.22337977
February,1998,Taylor,Elassoma evergladei,0.01292662,0.00215444
February,1998,Taylor,Gambusia holbrooki,0.02896601,0.00482767
February,1998,Taylor,Heterandria formosa,0.05721733,0.00953622
February,1998,Taylor,Lucania goodei,0.0723103,0.01205172
February,1998,Taylor,Fundulus confluentus,0.11240214,0.01873369
February,1998,Taylor,Jordanella floridae,0.144935,0.02415583
February,1998,Taylor,Fundulus chrysotus,0.21274607,0.03545768
July,1998,Shark,Erimyzon sucetta,0.02156441,0.00308063
July,1998,Shark,Jordanella floridae,0.23683604,0.03383372
July,1998,Shark,Heterandria formosa,0.27059789,0.03865684
July,1998,Shark,Gambusia holbrooki,0.54249801,0.07749972
July,1998,Shark,Lucania goodei,0.74267094,0.10609585
July,1998,Shark,Fundulus chrysotus,0.76503955,0.10929136
July,1998,Shark,Poecilia latipinna,1.49337649,0.2133395
July,1998,Shark,Lepomis macrochirus,0.05978105,0.00854015
July,1998,Shark,Lepomis marginatus,0.07581833,0.01083119
July,1998,Shark,Jordanella floridae,0.09118655,0.01302665
July,1998,Shark,Heterandria formosa,0.4842829,0.06918327
July,1998,Shark,Erimyzon sucetta,0.54649279,0.0780704
July,1998,Shark,Lucania goodei,0.85984689,0.12283527
July,1998,Shark,Gambusia holbrooki,0.97862858,0.13980408
July,1998,Shark,Poecilia latipinna,1.30069535,0.18581362
July,1998,Shark,Fundulus chrysotus,1.42312835,0.20330405
July,1998,Shark,Erimyzon sucetta,0.05727746,0.00818249
July,1998,Shark,Lepomis punctatus,0.1050765,0.01501093
July,1998,Shark,Enneacanthus gloriosus,0.27273914,0.03896273
July,1998,Shark,Heterandria formosa,0.31554728,0.04507818
July,1998,Shark,Jordanella floridae,0.50816605,0.07259515
July,1998,Shark,Fundulus chrysotus,0.6071433,0.08673476
July,1998,Shark,Gambusia holbrooki,0.70776619,0.10110946
July,1998,Shark,Lucania goodei,0.84327356,0.12046765
July,1998,Shark,Poecilia latipinna,2.41255699,0.344651
July,1998,Shark,Elassoma evergladei,0.02037548,0.00291078
July,1998,Shark,Lepomis macrochirus,0.03664542,0.00523506
July,1998,Shark,Heterandria formosa,0.12872762,0.01838966
July,1998,Shark,Fundulus chrysotus,0.26946954,0.03849565
July,1998,Shark,Gambusia holbrooki,0.43921359,0.0627448
July,1998,Shark,Erimyzon sucetta,0.58537347,0.08362478
July,1998,Shark,Jordanella floridae,0.69566628,0.0993809
July,1998,Shark,Lucania goodei,0.78036337,0.11148048
July,1998,Shark,Ameriurus natalis,0.83365886,0.11909412
July,1998,Shark,Poecilia latipinna,1.04711195,0.14958742
July,1998,Shark,Heterandria formosa,0.2040716,0.02915309
July,1998,Shark,Fundulus chrysotus,0.43432891,0.06204699
July,1998,Shark,Jordanella floridae,0.69760036,0.09965719
July,1998,Shark,Lucania goodei,1.07013403,0.15287629
July,1998,Shark,Gambusia holbrooki,1.27121587,0.18160227
July,1998,Shark,Poecilia latipinna,1.71372997,0.24481857
July,1998,Shark,Heterandria formosa,0.09386195,0.01340885
July,1998,Shark,Lepomis macrochirus,0.10518852,0.01502693
July,1998,Shark,Gambusia holbrooki,0.33958705,0.04851244
July,1998,Shark,Fundulus chrysotus,0.39554637,0.05650662
July,1998,Shark,Jordanella floridae,0.48030171,0.06861453
July,1998,Shark,Lucania goodei,0.60566328,0.08652333
July,1998,Shark,Fundulus confluentus,0.61779551,0.0882565
July,1998,Shark,Belenesox belizanus,0.72985445,0.10426492
July,1998,Shark,Poecilia latipinna,0.80008544,0.11429792
July,1998,Shark,Lepomis punctatus,0.94607497,0.13515357
July,1998,Shark,Fundulus confluentus,0.00653533,0.00093362
July,1998,Shark,Fundulus chrysotus,0.17830657,0.02547237
July,1998,Shark,Ameriurus natalis,0.18045239,0.02577891
July,1998,Shark,Clarias batrachus,0.18315136,0.02616448
July,1998,Shark,Erimyzon sucetta,0.26653979,0.03807711
July,1998,Shark,Lepomis macrochirus,0.43751215,0.06250174
July,1998,Shark,Elassoma evergladei,0.48771566,0.06967367
July,1998,Shark,Jordanella floridae,0.57055628,0.08150804
July,1998,Shark,Heterandria formosa,0.76845849,0.10977978
July,1998,Shark,Lucania goodei,1.06010201,0.15144314
July,1998,Shark,Gambusia holbrooki,1.34897194,0.19271028
July,1998,Shark,Poecilia latipinna,1.526072,0.21801029
July,1998,Shark,Fundulus confluentus,0.02851855,0.00407408
July,1998,Shark,Elassoma evergladei,0.08547261,0.01221037
July,1998,Shark,Fundulus chrysotus,0.1576661,0.02252373
July,1998,Shark,Lucania goodei,0.29700615,0.04242945
July,1998,Shark,Heterandria formosa,0.32987691,0.04712527
July,1998,Shark,Lepomis punctatus,0.44155062,0.06307866
July,1998,Shark,Cichlasoma uropthalmus,0.74009001,0.10572714
July,1998,Shark,Jordanella floridae,0.74468152,0.10638307
July,1998,Shark,Gambusia holbrooki,0.85419817,0.12202831
July,1998,Shark,Poecilia latipinna,1.06562168,0.15223167
July,1998,Shark,Clarias batrachus,0.05379299,0.00768471
July,1998,Shark,Lepomis punctatus,0.13633571,0.01947653
July,1998,Shark,Noturus gyrinus,0.24053006,0.03436144
July,1998,Shark,Jordanella floridae,0.29311175,0.04187311
July,1998,Shark,Fundulus chrysotus,0.39432066,0.05633152
July,1998,Shark,Ameriurus natalis,0.48775106,0.06967872
July,1998,Shark,Lucania goodei,0.49092851,0.07013264
July,1998,Shark,Gambusia holbrooki,0.50254866,0.07179267
July,1998,Shark,Belenesox belizanus,0.56353807,0.08050544
July,1998,Shark,Elassoma evergladei,0.61049247,0.08721321
July,1998,Shark,Heterandria formosa,0.88636322,0.12662332
July,1998,Shark,Poecilia latipinna,1.60493213,0.22927602
July,1998,Shark,Erimyzon sucetta,2.07324439,0.29617777
July,1998,Taylor,Fundulus confluentus,0.0145499,0.00242498
July,1998,Taylor,Gambusia holbrooki,0.04070336,0.00678389
July,1998,Taylor,Heterandria formosa,0.0633068,0.01055113
July,1998,Taylor,Jordanella floridae,0.06425523,0.01070921
July,1998,Taylor,Fundulus chrysotus,0.21744624,0.03624104
July,1998,Taylor,Lucania goodei,0.26982235,0.04497039
July,1998,Taylor,Heterandria formosa,0.00598279,0.00085468
July,1998,Taylor,Gambusia holbrooki,0.01607005,0.00229572
July,1998,Taylor,Jordanella floridae,0.03695946,0.00527992
July,1998,Taylor,Lucania goodei,0.51593824,0.07370546
July,1998,Taylor,Heterandria formosa,0.05690054,0.00948342
July,1998,Taylor,Fundulus chrysotus,0.11023287,0.01837215
July,1998,Taylor,Jordanella floridae,0.15170006,0.02528334
July,1998,Taylor,Jordanella floridae,0.15834668,0.02262095
July,1998,Taylor,Gambusia holbrooki,0.19150376,0.02735768
July,1998,Taylor,Enneacanthus gloriosus,0.25051139,0.03578734
July,1998,Taylor,Heterandria formosa,0.30965221,0.04423603
July,1998,Taylor,Lucania goodei,0.77779401,0.11111343
July,1998,Taylor,Fundulus chrysotus,0.86416916,0.12345274
July,1998,Taylor,Lepomis macrochirus,0.05370691,0.00767242
July,1998,Taylor,Jordanella floridae,0.0699921,0.00999887
July,1998,Taylor,Gambusia holbrooki,0.15824421,0.02260632
July,1998,Taylor,Heterandria formosa,0.45373305,0.06481901
July,1998,Taylor,Lepomis marginatus,0.4744013,0.06777161
July,1998,Taylor,Fundulus chrysotus,0.71788611,0.10255516
July,1998,Taylor,Lepomis punctatus,0.76229771,0.10889967
July,1998,Taylor,Lucania goodei,1.66780993,0.23825856
July,1998,Taylor,Jordanella floridae,0.01749466,0.00249924
July,1998,Taylor,Elassoma evergladei,0.02157033,0.00308148
July,1998,Taylor,Poecilia latipinna,0.06997072,0.00999582
July,1998,Taylor,Enneacanthus gloriosus,0.24634884,0.03519269
July,1998,Taylor,Gambusia holbrooki,0.34799751,0.04971393
July,1998,Taylor,Heterandria formosa,0.6860744,0.09801063
July,1998,Taylor,Fundulus chrysotus,0.7312102,0.1044586
July,1998,Taylor,Lucania goodei,0.74251814,0.10607402
July,1998,Taylor,Fundulus confluentus,0.02938399,0.00419771
July,1998,Taylor,Fundulus chrysotus,0.05587588,0.00798227
July,1998,Taylor,Lucania goodei,0.08623627,0.01231947
July,1998,Taylor,Elassoma evergladei,0.19790634,0.02827233
July,1998,Taylor,Heterandria formosa,0.20553898,0.02936271
July,1998,Taylor,Gambusia holbrooki,0.27312112,0.0390173
July,1998,Taylor,Poecilia latipinna,0.30226486,0.04318069
July,1998,Taylor,Jordanella floridae,1.17244995,0.16749285
July,1998,Taylor,Gambusia holbrooki,0.00612502,0.000875
July,1998,Taylor,Poecilia latipinna,0.02884487,0.0041207
July,1998,Taylor,Fundulus confluentus,0.04096512,0.00585216
July,1998,Taylor,Heterandria formosa,0.04174107,0.00596301
July,1998,Taylor,Fundulus chrysotus,0.10938926,0.01562704
July,1998,Taylor,Jordanella floridae,0.28484597,0.04069228
July,1998,Taylor,Cichlasoma uropthalmus,0.03346223,0.00478032
July,1998,Taylor,Gambusia holbrooki,0.07836232,0.01119462
July,1998,Taylor,Heterandria formosa,0.10689419,0.0152706
July,1998,Taylor,Jordanella floridae,0.13557141,0.01936734
July,1998,Taylor,Erimyzon sucetta,0.3894009,0.0556287
July,1998,Taylor,Lucania goodei,0.39540218,0.05648603
July,1998,Taylor,Lepomis punctatus,0.49722092,0.07103156
July,1998,Taylor,Fundulus chrysotus,0.58528212,0.08361173
July,1998,Taylor,Lepomis marginatus,0.83991421,0.11998774
July,1998,Taylor,Cichlasoma uropthalmus,0.06166309,0.00880901
July,1998,Taylor,Gambusia holbrooki,0.07801079,0.0111444
July,1998,Taylor,Heterandria formosa,0.10990531,0.01570076
July,1998,Taylor,Enneacanthus gloriosus,0.13206698,0.01886671
July,1998,Taylor,Jordanella floridae,0.32960993,0.04708713
July,1998,Taylor,Fundulus chrysotus,0.38015235,0.05430748
July,1998,Taylor,Elassoma evergladei,0.41058752,0.05865536
July,1998,Taylor,Lucania goodei,0.60614639,0.08659234
July,1998,Taylor,Elassoma evergladei,0.01076629,0.00153804
July,1998,Taylor,Jordanella floridae,0.02350507,0.00335787
July,1998,Taylor,Gambusia holbrooki,0.12257692,0.01751099
July,1998,Taylor,Heterandria formosa,0.16747843,0.02392549
July,1998,Taylor,Lucania goodei,0.56265744,0.08037963
July,1998,Taylor,Erimyzon sucetta,0.62403341,0.08914763
July,1998,Taylor,Fundulus chrysotus,0.84651742,0.12093106
July,1998,Taylor,Gambusia holbrooki,0.01493948,0.00213421
July,1998,Taylor,Heterandria formosa,0.0161308,0.0023044
July,1998,Taylor,Fundulus chrysotus,0.32519907,0.04645701
July,1998,Taylor,Lucania goodei,0.57178776,0.08168397
July,1998,Taylor,Erimyzon sucetta,0.7668681,0.10955259
July,1998,Taylor,Jordanella floridae,1.17768762,0.16824109
July,1998,Taylor,Poecilia latipinna,0.00994309,0.00142044
July,1998,Taylor,Fundulus confluentus,0.02489064,0.00355581
July,1998,Taylor,Heterandria formosa,0.06572379,0.00938911
July,1998,Taylor,Lucania goodei,0.10045316,0.01435045
July,1998,Taylor,Fundulus chrysotus,0.12482271,0.01783182
July,1998,Taylor,Noturus gyrinus,0.20194635,0.02884948
July,1998,Taylor,Gambusia holbrooki,0.28908142,0.04129735
July,1998,Taylor,Jordanella floridae,0.3539852,0.05056931
October,1998,Shark,Lepomis punctatus,0.05345512,0.00763645
October,1998,Shark,Jordanella floridae,0.20052666,0.02864667
October,1998,Shark,Heterandria formosa,0.40281486,0.05754498
October,1998,Shark,Fundulus chrysotus,0.45987972,0.0656971
October,1998,Shark,Gambusia holbrooki,0.96580143,0.13797163
October,1998,Shark,Lucania goodei,1.08999145,0.15571306
October,1998,Shark,Lepomis macrochirus,1.25846751,0.17978107
October,1998,Shark,Poecilia latipinna,1.60537076,0.22933868
October,1998,Shark,Erimyzon sucetta,4.23013778,0.6043054
October,1998,Shark,Fundulus confluentus,0.17189354,0.02455622
October,1998,Shark,Jordanella floridae,0.27114582,0.03873512
October,1998,Shark,Fundulus chrysotus,0.48490145,0.06927164
October,1998,Shark,Heterandria formosa,0.49240265,0.07034324
October,1998,Shark,Gambusia holbrooki,0.77952577,0.11136082
October,1998,Shark,Lucania goodei,0.9033385,0.12904836
October,1998,Shark,Poecilia latipinna,1.35243332,0.19320476
October,1998,Shark,Lepomis macrochirus,1.95905694,0.27986528
October,1998,Shark,Lepomis macrochirus,0.03694316,0.00527759
October,1998,Shark,Jordanella floridae,0.27494298,0.03927757
October,1998,Shark,Heterandria formosa,0.46352991,0.06621856
October,1998,Shark,Fundulus chrysotus,0.6168848,0.0881264
October,1998,Shark,Lucania goodei,0.85976334,0.12282333
October,1998,Shark,Gambusia holbrooki,0.87192888,0.12456127
October,1998,Shark,Poecilia latipinna,2.11810033,0.30258576
October,1998,Shark,Noturus gyrinus,0.01583141,0.00226163
October,1998,Shark,Elassoma evergladei,0.05625711,0.00803673
October,1998,Shark,Lepomis macrochirus,0.0947981,0.01354259
October,1998,Shark,Jordanella floridae,0.09515827,0.01359404
October,1998,Shark,Fundulus chrysotus,0.16920404,0.02417201
October,1998,Shark,Heterandria formosa,0.18700185,0.02671455
October,1998,Shark,Gambusia holbrooki,0.64992993,0.09284713
October,1998,Shark,Lucania goodei,0.77497274,0.11071039
October,1998,Shark,Poecilia latipinna,0.85549933,0.12221419
October,1998,Shark,Fundulus chrysotus,0.23980842,0.03425835
October,1998,Shark,Jordanella floridae,0.31110172,0.0444431
October,1998,Shark,Lepomis macrochirus,0.36456438,0.05208063
October,1998,Shark,Heterandria formosa,0.46953175,0.06707596
October,1998,Shark,Cichlasoma uropthalmus,0.61379772,0.08768539
October,1998,Shark,Lucania goodei,0.81971848,0.11710264
October,1998,Shark,Gambusia holbrooki,1.92592777,0.27513254
October,1998,Shark,Poecilia latipinna,2.12062732,0.30294676
October,1998,Shark,Elassoma evergladei,0.06089057,0.00869865
October,1998,Shark,Heterandria formosa,0.18267783,0.02609683
October,1998,Shark,Lepomis punctatus,0.41971014,0.05995859
October,1998,Shark,Lucania goodei,0.5335797,0.07622567
October,1998,Shark,Fundulus chrysotus,0.53857744,0.07693963
October,1998,Shark,Gambusia holbrooki,0.91673172,0.13096167
October,1998,Shark,Jordanella floridae,0.98587763,0.14083966
October,1998,Shark,Poecilia latipinna,2.12644442,0.30377777
October,1998,Shark,Noturus gyrinus,0.10954624,0.01564946
October,1998,Shark,Fundulus chrysotus,0.13869505,0.01981358
October,1998,Shark,Lepomis punctatus,0.30990513,0.04427216
October,1998,Shark,Elassoma evergladei,0.63521001,0.09074429
October,1998,Shark,Erimyzon sucetta,0.635375,0.09076786
October,1998,Shark,Gambusia holbrooki,0.82379342,0.11768477
October,1998,Shark,Jordanella floridae,1.06053772,0.15150539
October,1998,Shark,Heterandria formosa,1.08178104,0.15454015
October,1998,Shark,Lucania goodei,1.13729748,0.16247107
October,1998,Shark,Belenesox belizanus,4.41896886,0.63128127
October,1998,Shark,Poecilia latipinna,7.74673875,1.10667696
October,1998,Shark,Elassoma evergladei,0.13053295,0.01864756
October,1998,Shark,Poecilia latipinna,0.29242281,0.04177469
October,1998,Shark,Fundulus confluentus,0.40201522,0.05743075
October,1998,Shark,Jordanella floridae,0.52253466,0.07464781
October,1998,Shark,Heterandria formosa,0.61383404,0.08769058
October,1998,Shark,Gambusia holbrooki,0.67139269,0.09591324
October,1998,Shark,Lucania goodei,0.6800893,0.09715561
October,1998,Shark,Erimyzon sucetta,0.69096413,0.09870916
October,1998,Shark,Fundulus chrysotus,0.88490387,0.12641484
October,1998,Shark,Elassoma evergladei,0.09963914,0.01423416
October,1998,Shark,Jordanella floridae,0.19526342,0.02789477
October,1998,Shark,Lucania goodei,0.59664607,0.08523515
October,1998,Shark,Fundulus chrysotus,0.62208904,0.08886986
October,1998,Shark,Heterandria formosa,0.81154405,0.11593486
October,1998,Shark,Gambusia holbrooki,0.95335081,0.13619297
October,1998,Shark,Lepomis punctatus,0.97456514,0.13922359
October,1998,Shark,Poecilia latipinna,3.1037255,0.44338936
October,1998,Shark,Erimyzon sucetta,4.53579747,0.64797107
October,1998,Shark,Trinectes maculatus,-9999,-9999
October,1998,Taylor,Heterandria formosa,0.0079149,0.0011307
October,1998,Taylor,Cyprinodon variegatus,0.05813353,0.00830479
October,1998,Taylor,Lepomis punctatus,0.11568114,0.01652588
October,1998,Taylor,Gambusia holbrooki,0.19580743,0.02797249
October,1998,Taylor,Lucania goodei,0.29351028,0.04193004
October,1998,Taylor,Jordanella floridae,0.33268534,0.04752648
October,1998,Taylor,Fundulus chrysotus,0.41056496,0.05865214
October,1998,Taylor,Cichlasoma uropthalmus,0.77230905,0.11032986
October,1998,Taylor,Cyprinodon variegatus,0.01750975,0.00250139
October,1998,Taylor,Heterandria formosa,0.02084415,0.00297774
October,1998,Taylor,Gambusia holbrooki,0.02999948,0.00428564
October,1998,Taylor,Fundulus chrysotus,0.03221136,0.00460162
October,1998,Taylor,Fundulus confluentus,0.05040998,0.00720143
October,1998,Taylor,Jordanella floridae,0.3672869,0.05246956
October,1998,Taylor,Lucania goodei,0.454489,0.064927
October,1998,Taylor,Heterandria formosa,0.00821157,0.00117308
October,1998,Taylor,Poecilia latipinna,0.00876908,0.00125273
October,1998,Taylor,Gambusia holbrooki,0.02512138,0.00358877
October,1998,Taylor,Lepomis macrochirus,0.04739155,0.00677022
October,1998,Taylor,Cyprinodon variegatus,0.08337932,0.01191133
October,1998,Taylor,Lucania goodei,0.18048484,0.02578355
October,1998,Taylor,Jordanella floridae,0.3473359,0.04961941
October,1998,Taylor,Cichlasoma uropthalmus,0.43424807,0.06203544
October,1998,Taylor,Fundulus chrysotus,0.76839657,0.10977094
October,1998,Taylor,Fundulus chrysotus,0.01683975,0.00240568
October,1998,Taylor,Gambusia holbrooki,0.12951214,0.01850173
October,1998,Taylor,Fundulus confluentus,0.24463783,0.03494826
October,1998,Taylor,Jordanella floridae,0.3619227,0.05170324
October,1998,Taylor,Heterandria formosa,0.38803587,0.0554337
October,1998,Taylor,Lucania goodei,1.37423945,0.19631992
October,1998,Taylor,Lepomis macrochirus,1.41552305,0.20221758
October,1998,Taylor,Clarias batrachus,1.98166389,0.28309484
October,1998,Taylor,Poecilia latipinna,0.00346843,0.00049549
October,1998,Taylor,Gambusia holbrooki,0.25369495,0.03624214
October,1998,Taylor,Fundulus confluentus,0.26995216,0.03856459
October,1998,Taylor,Fundulus chrysotus,0.36922864,0.05274695
October,1998,Taylor,Jordanella floridae,0.38963655,0.05566236
October,1998,Taylor,Heterandria formosa,0.45560437,0.06508634
October,1998,Taylor,Lucania goodei,1.24561772,0.17794539
October,1998,Taylor,Fundulus chrysotus,0.50636012,0.07233716
October,1998,Taylor,Jordanella floridae,0.51951313,0.07421616
October,1998,Taylor,Poecilia latipinna,0.78309132,0.11187019
October,1998,Taylor,Gambusia holbrooki,0.82469366,0.11781338
October,1998,Taylor,Heterandria formosa,0.9633768,0.13762526
October,1998,Taylor,Lucania goodei,1.15291565,0.16470224
October,1998,Taylor,Elassoma evergladei,0.08774789,0.01253541
October,1998,Taylor,Poecilia latipinna,0.12954405,0.01850629
October,1998,Taylor,Lucania goodei,0.16804413,0.0240063
October,1998,Taylor,Gambusia holbrooki,0.26742533,0.03820362
October,1998,Taylor,Heterandria formosa,0.30195391,0.04313627
October,1998,Taylor,Fundulus chrysotus,0.35941057,0.05134437
October,1998,Taylor,Jordanella floridae,0.39419241,0.0563132
October,1998,Taylor,Fundulus confluentus,0.43383811,0.06197687
October,1998,Taylor,Gambusia holbrooki,0.01316702,0.001881
October,1998,Taylor,Heterandria formosa,0.02361417,0.00337345
October,1998,Taylor,Fundulus chrysotus,0.07742046,0.01106007
October,1998,Taylor,Lucania goodei,0.13282133,0.01897448
October,1998,Taylor,Fundulus confluentus,0.35815631,0.05116519
October,1998,Taylor,Jordanella floridae,0.68959892,0.09851413
October,1998,Taylor,Elassoma evergladei,0.03652153,0.00521736
October,1998,Taylor,Poecilia latipinna,0.07879726,0.01125675
October,1998,Taylor,Gambusia holbrooki,0.11827721,0.01689674
October,1998,Taylor,Jordanella floridae,0.14460961,0.02065852
October,1998,Taylor,Fundulus chrysotus,0.19470821,0.02781546
October,1998,Taylor,Heterandria formosa,0.32233034,0.04604719
October,1998,Taylor,Lucania goodei,0.91711912,0.13101702
October,1998,Taylor,Poecilia latipinna,0.03532202,0.005046
October,1998,Taylor,Gambusia holbrooki,0.03558636,0.00508377
October,1998,Taylor,Belenesox belizanus,0.06853237,0.00979034
October,1998,Taylor,Fundulus confluentus,0.10525083,0.01503583
October,1998,Taylor,Heterandria formosa,0.23567137,0.03366734
October,1998,Taylor,Elassoma evergladei,0.27089301,0.038699
October,1998,Taylor,Jordanella floridae,0.54647143,0.07806735
October,1998,Taylor,Fundulus chrysotus,0.59609907,0.08515701
October,1998,Taylor,Lucania goodei,0.6824936,0.09749909
October,1998,Taylor,Gambusia holbrooki,0.15329104,0.02189872
October,1998,Taylor,Fundulus confluentus,0.1689387,0.0241341
October,1998,Taylor,Fundulus chrysotus,0.24997197,0.03571028
October,1998,Taylor,Elassoma evergladei,0.33061489,0.0472307
October,1998,Taylor,Jordanella floridae,0.34566313,0.04938045
October,1998,Taylor,Heterandria formosa,0.52001214,0.07428745
October,1998,Taylor,Lucania goodei,1.08856898,0.15550985
October,1998,Taylor,Lepomis punctatus,2.96833365,0.42404766
October,1998,Taylor,Elassoma evergladei,0.0381331,0.00544759
October,1998,Taylor,Heterandria formosa,0.05283849,0.00754836
October,1998,Taylor,Lepomis punctatus,0.06134757,0.00876394
October,1998,Taylor,Gambusia holbrooki,0.09902673,0.01414668
October,1998,Taylor,Lucania goodei,0.22883445,0.03269064
October,1998,Taylor,Jordanella floridae,0.339784,0.04854057
October,1998,Taylor,Fundulus chrysotus,0.44801847,0.06400264
October,1998,Taylor,Heterandria formosa,0.0487342,0.00696203
October,1998,Taylor,Fundulus chrysotus,0.0800487,0.01143553
October,1998,Taylor,Gambusia holbrooki,0.24544322,0.03506332
October,1998,Taylor,Lucania goodei,0.27616527,0.03945218
October,1998,Taylor,Jordanella floridae,0.60373558,0.08624794
April,1999,Shark,Lepomis punctatus,0.19688984,0.02812712
April,1999,Shark,Jordanella floridae,0.22711715,0.03244531
April,1999,Shark,Heterandria formosa,0.44547683,0.06363955
April,1999,Shark,Fundulus chrysotus,0.74296438,0.10613777
April,1999,Shark,Poecilia latipinna,1.23123351,0.1758905
April,1999,Shark,Gambusia holbrooki,1.41935696,0.20276528
April,1999,Shark,Lucania goodei,2.17357116,0.31051017
April,1999,Shark,Erimyzon sucetta,4.73183939,0.67597706
April,1999,Shark,Noturus gyrinus,11.64244606,1.66320658
April,1999,Shark,Elassoma evergladei,0.05868912,0.00838416
April,1999,Shark,Fundulus confluentus,0.16943471,0.02420496
April,1999,Shark,Fundulus chrysotus,0.21861301,0.03123043
April,1999,Shark,Heterandria formosa,0.53364684,0.07623526
April,1999,Shark,Lepomis punctatus,0.91017954,0.13002565
April,1999,Shark,Jordanella floridae,1.03077084,0.14725298
April,1999,Shark,Erimyzon sucetta,1.34536709,0.1921953
April,1999,Shark,Gambusia holbrooki,1.46673449,0.2095335
April,1999,Shark,Lucania goodei,2.5201759,0.36002513
April,1999,Shark,Poecilia latipinna,3.36376528,0.4805379
April,1999,Shark,Elassoma evergladei,0.00551802,0.00078829
April,1999,Shark,Heterandria formosa,0.33500644,0.04785806
April,1999,Shark,Fundulus chrysotus,0.60144357,0.08592051
April,1999,Shark,Gambusia holbrooki,1.32231172,0.18890167
April,1999,Shark,Lucania goodei,1.36033664,0.19433381
April,1999,Shark,Poecilia latipinna,1.36917667,0.19559667
April,1999,Shark,Lepomis punctatus,3.70094276,0.52870611
April,1999,Shark,Erimyzon sucetta,3.99398575,0.57056939
April,1999,Shark,Lepomis gulosus,7.947204,1.13531486
April,1999,Shark,Ameriurus natalis,53.10452076,7.58636011
April,1999,Shark,Elassoma evergladei,0.0715121,0.01021601
April,1999,Shark,Heterandria formosa,0.18883859,0.02697694
April,1999,Shark,Jordanella floridae,0.63407955,0.09058279
April,1999,Shark,Lucania goodei,0.81941069,0.11705867
April,1999,Shark,Lepomis punctatus,1.01376249,0.14482321
