"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","SITENAME","FPO","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"696","Fundulus chrysotus","Golden topminnow","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.03417321,7,0.00488189
"697","Fundulus chrysotus","Golden topminnow","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.52890047,7,0.07555721
"698","Fundulus chrysotus","Golden topminnow","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",1.21910483,7,0.17415783
"699","Fundulus chrysotus","Golden topminnow","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.15708734,7,0.02244105
"700","Fundulus chrysotus","Golden topminnow","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.66917571,7,0.09559653
"701","Fundulus chrysotus","Golden topminnow","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.25791678,7,0.03684525
"702","Fundulus chrysotus","Golden topminnow","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.26524623,7,0.03789232
"703","Fundulus chrysotus","Golden topminnow","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.70219696,7,0.10031385
"704","Fundulus chrysotus","Golden topminnow","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 08C","Fish","08C",1.38812615,7,0.19830374
"705","Fundulus chrysotus","Golden topminnow","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.66515185,7,0.09502169
"706","Fundulus chrysotus","Golden topminnow","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.36150264,7,0.05164323
"707","Fundulus chrysotus","Golden topminnow","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.41056496,7,0.05865214
"708","Fundulus chrysotus","Golden topminnow","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.06042677,7,0.0086324
"709","Fundulus chrysotus","Golden topminnow","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 37B","Fish","37B",0.21963771,7,0.03137682
"710","Fundulus chrysotus","Golden topminnow","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDB","Fish","MDB",1.57121244,7,0.22445892
"711","Fundulus chrysotus","Golden topminnow","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.13035578,7,0.01862225
"712","Fundulus chrysotus","Golden topminnow","invertivore","1997-04-01","April",1997,"Shark","Shark Slough_Site 07C","Fish","07C",0.70150677,7,0.10021525
"713","Fundulus chrysotus","Golden topminnow","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 07B","Fish","07B",1.42312835,7,0.20330405
"714","Fundulus chrysotus","Golden topminnow","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.03529563,7,0.00504223
"715","Fundulus chrysotus","Golden topminnow","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.65955997,7,0.09422285
"716","Fundulus chrysotus","Golden topminnow","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.16847417,7,0.02406774
"717","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.61779551,7,0.0882565
"718","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.29266526,7,0.04180932
"719","Fundulus confluentus","Marsh killifish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.07334178,7,0.0104774
"720","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.519173,7,0.07416757
"721","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.05588149,7,0.00798307
"722","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.04096512,7,0.00585216
"723","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.14712555,7,0.02101794
"724","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.25898436,7,0.03699777
"725","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.00653533,7,0.00093362
"726","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.11522118,7,0.01646017
"727","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.02851855,7,0.00407408
"728","Fundulus confluentus","Marsh killifish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.14969652,6,0.02494942
"729","Fundulus confluentus","Marsh killifish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.29773268,7,0.04253324
"730","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.10392138,7,0.01484591
"731","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.02201554,7,0.00314508
"732","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDE","Fish","MDE",1.00011967,7,0.14287424
"733","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 08A","Fish","08A",0.19078803,7,0.02725543
"734","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.13909277,7,0.0198704
"735","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 07C","Fish","07C",0.13040493,7,0.01862928
"736","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 07C","Fish","07C",0.43829765,7,0.06261395
"737","Fundulus confluentus","Marsh killifish","invertivore","1998-04-01","April",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.29229447,6,0.04871575
"738","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.29254982,7,0.04179283
"739","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37C","Fish","37C",0.10545634,7,0.01506519
"740","Fundulus confluentus","Marsh killifish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.46257761,7,0.06608252
"741","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.79170702,7,0.113101
"742","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.36860383,7,0.05265769
"743","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.41881711,7,0.05983102
"744","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.0485548,7,0.0069364
"745","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.07646587,7,0.0109237
"746","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 08C","Fish","08C",0.10535355,7,0.01505051
"747","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08A","Fish","08A",0.56558162,7,0.08079737
"748","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.13361999,7,0.01908857
"749","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.86290818,7,0.1232726
"750","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.05082617,7,0.00726088
"751","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 37A","Fish","37A",0.05511942,7,0.0078742
"752","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.3320884,7,0.0474412
"753","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37C","Fish","37C",0.15505845,7,0.02215121
"754","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.6039572,5,0.12079144
"755","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.67548486,7,0.09649784
"756","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.30780408,7,0.04397201
"757","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.14188023,7,0.0202686
"758","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.14623257,7,0.02089037
"759","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.0763264,7,0.01090377
"760","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.082271,7,0.011753
"761","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 08A","Fish","08A",0.22503762,7,0.03214823
"762","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.03617352,7,0.00516765
"763","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.54628215,7,0.07804031
"764","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.07856787,7,0.01122398
"765","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.09066614,7,0.01295231
"766","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.39563769,7,0.05651967
"767","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.09010836,7,0.01287262
"768","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.02653569,7,0.00379081
"769","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.28614843,7,0.04087835
"770","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.19643914,7,0.02806273
"771","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.12264626,7,0.01752089
"772","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.1170573,7,0.01672247
"773","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",1.13532368,5,0.22706474
"774","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.46964451,7,0.06709207
"775","Fundulus confluentus","Marsh killifish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.10878026,7,0.01554004
"776","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.0549819,7,0.00785456
"777","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.07604993,7,0.01086428
"778","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.19267324,7,0.02752475
"779","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.24345942,7,0.03477992
"780","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.02470114,7,0.00352873
"781","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.04350895,7,0.00621556
"782","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.09434678,7,0.01347811
"783","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 37B","Fish","37B",0.44541847,7,0.06363121
"784","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.16943471,7,0.02420496
"785","Fundulus confluentus","Marsh killifish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.07530497,7,0.01075785
"786","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.12140205,7,0.01734315
"787","Fundulus confluentus","Marsh killifish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.13688642,7,0.0195552
"788","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.06358245,7,0.00908321
"789","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.04724625,7,0.00674946
"790","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.24463783,7,0.03494826
"791","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.5941839,7,0.08488341
"792","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 07B","Fish","07B",0.22857617,7,0.03265374
"793","Fundulus confluentus","Marsh killifish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.09782976,7,0.01397568
"794","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.0871714,7,0.01245306
"795","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.13591321,7,0.01941617
"796","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.17415606,7,0.02487944
"797","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.65284546,7,0.09326364
"798","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.08235845,7,0.01176549
"799","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.0145499,6,0.00242498
"800","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.15381616,7,0.02197374
"801","Fundulus confluentus","Marsh killifish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.11651398,7,0.01664485
"802","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.19209125,7,0.02744161
"803","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.87564264,7,0.12509181
"804","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.21522473,7,0.03074639
"805","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.35815631,7,0.05116519
"806","Fundulus confluentus","Marsh killifish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.27004912,7,0.03857845
"807","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37B","Fish","37B",0.43676221,7,0.0623946
"808","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.19830563,7,0.02832938
"809","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.18897585,7,0.02699655
"810","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.15665119,7,0.02237874
"811","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.16312904,7,0.02330415
"812","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Shark","Shark Slough_Site 07A","Fish","07A",0.16436279,7,0.0234804
"813","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.65969974,7,0.09424282
"814","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.43383811,7,0.06197687
"815","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.25921552,7,0.03703079
"816","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.08909161,7,0.01272737
"817","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 07C","Fish","07C",0.07189155,7,0.01027022
"818","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site TSB","Fish","TSB",0.10525083,7,0.01503583
"819","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.14648735,7,0.02092676
"820","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.03968118,7,0.00566874
"821","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 08B","Fish","08B",0.16093408,7,0.02299058
"822","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 08A","Fish","08A",0.22115244,7,0.03159321
"823","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Shark","Shark Slough_Site 37B","Fish","37B",0.19514628,7,0.02787804
"824","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.05085554,7,0.00726508
"825","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.05717121,7,0.00816732
"826","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.11894204,7,0.01699172
"827","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Shark","Shark Slough_Site 07A","Fish","07A",0.4451126,7,0.06358751
"828","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.37898602,7,0.05414086
"829","Fundulus confluentus","Marsh killifish","invertivore","1999-02-01","February",1999,"Shark","Shark Slough_Site 08C","Fish","08C",0.15611909,7,0.02230273
"830","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Taylor","Taylor Slough_Site MDD","Fish","MDD",1.2886971,7,0.18409959
"831","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.72841648,7,0.1040595
"832","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site MDA","Fish","MDA",0.15871575,7,0.02267368
"833","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 37B","Fish","37B",0.04362434,7,0.00623205
"834","Fundulus confluentus","Marsh killifish","invertivore","1997-02-01","February",1997,"Taylor","Taylor Slough_Site CPC","Fish","CPC",0.09588458,7,0.0136978
"835","Fundulus confluentus","Marsh killifish","invertivore","1996-10-01","October",1996,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.10463586,7,0.01494798
"836","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.11367724,7,0.01623961
"837","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.02489064,7,0.00355581
"838","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site MDB","Fish","MDB",0.26995216,7,0.03856459
"839","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site CPB","Fish","CPB",0.05040998,7,0.00720143
"840","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.84673524,7,0.12096218
"841","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.38715122,7,0.05530732
"842","Fundulus confluentus","Marsh killifish","invertivore","1999-12-01","December",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.16149348,7,0.0230705
"843","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.07173565,7,0.01024795
"844","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08B","Fish","08B",0.35834574,7,0.05119225
"845","Fundulus confluentus","Marsh killifish","invertivore","1999-04-01","April",1999,"Shark","Shark Slough_Site 37A","Fish","37A",0.24732169,6,0.04122028
"846","Fundulus confluentus","Marsh killifish","invertivore","1997-04-01","April",1997,"Taylor","Taylor Slough_Site MDC","Fish","MDC",0.37114319,7,0.05302046
"847","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 07B","Fish","07B",0.17189354,7,0.02455622
"848","Fundulus confluentus","Marsh killifish","invertivore","1996-02-01","February",1996,"Shark","Shark Slough_Site 37B","Fish","37B",0.32720824,7,0.04674403
"849","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.13542273,7,0.0193461
"850","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Shark","Shark Slough_Site 37B","Fish","37B",0.2406186,7,0.03437409
"851","Fundulus confluentus","Marsh killifish","invertivore","1998-04-01","April",1998,"Shark","Shark Slough_Site 37A","Fish","37A",0.17062308,7,0.02437473
"852","Fundulus confluentus","Marsh killifish","invertivore","1997-12-01","December",1997,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.64937712,7,0.09276816
"853","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Shark","Shark Slough_Site 37B","Fish","37B",0.40201522,7,0.05743075
"854","Fundulus confluentus","Marsh killifish","invertivore","1996-07-01","July",1996,"Taylor","Taylor Slough_Site TSD","Fish","TSD",0.03348257,7,0.00478322
"855","Fundulus confluentus","Marsh killifish","invertivore","1998-07-01","July",1998,"Taylor","Taylor Slough_Site MDD","Fish","MDD",0.02938399,7,0.00419771
"856","Fundulus confluentus","Marsh killifish","invertivore","1996-10-01","October",1996,"Shark","Shark Slough_Site 37C","Fish","37C",0.12083924,7,0.01726275
"857","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site MDE","Fish","MDE",0.03111097,6,0.00518516
"858","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 08C","Fish","08C",0.25896511,7,0.03699502
"859","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site TSA","Fish","TSA",0.23792775,7,0.03398968
"860","Fundulus confluentus","Marsh killifish","invertivore","1998-12-01","December",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.11378527,7,0.01625504
"861","Fundulus confluentus","Marsh killifish","invertivore","1998-10-01","October",1998,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.1689387,7,0.0241341
"862","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Shark","Shark Slough_Site 37A","Fish","37A",0.10820251,7,0.0154575
"863","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.33311315,7,0.04758759
"864","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 08C","Fish","08C",0.16179804,7,0.02311401
"865","Fundulus confluentus","Marsh killifish","invertivore","1999-07-01","July",1999,"Shark","Shark Slough_Site 07C","Fish","07C",0.40991593,7,0.05855942
"866","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Shark","Shark Slough_Site 08A","Fish","08A",0.14880987,7,0.02125855
"867","Fundulus confluentus","Marsh killifish","invertivore","1997-07-01","July",1997,"Taylor","Taylor Slough_Site TSC","Fish","TSC",0.02470114,7,0.00352873
"868","Fundulus confluentus","Marsh killifish","invertivore","1997-10-01","October",1997,"Shark","Shark Slough_Site 37A","Fish","37A",0.10721377,7,0.01531625
"869","Fundulus confluentus","Marsh killifish","invertivore","1999-10-01","October",1999,"Taylor","Taylor Slough_Site CPA","Fish","CPA",0.02641071,7,0.00377296
"870","Fundulus confluentus","Marsh killifish","invertivore","1996-12-01","December",1996,"Shark","Shark Slough_Site 08A","Fish","08A",0.07555276,7,0.01079325
"871","Fundulus confluentus","Marsh killifish","invertivore","1998-02-01","February",1998,"Taylor","Taylor Slough_Site TSE","Fish","TSE",0.11240214,6,0.01873369
