"","SpeciesName","CommonName","FunctionalGroup","Date","Month","Year","Area","FPO","SITENAME","Plot","TotalSpeciesWeight","NumofThrowTraps","SpeciesBiomass"
"445","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.88121691,7,0.12588813
"446","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 37A","37A",0.00548229,7,0.00078318
"447","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 07B","07B",0.16485097,7,0.02355014
"448","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 23B","23B",0.29169405,7,0.04167058
"449","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.25377904,7,0.03625415
"450","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 07C","07C",0.10270518,7,0.01467217
"451","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.02208237,7,0.00315462
"452","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.25235461,5,0.05047092
"453","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site TSB","TSB",1.52352358,7,0.21764623
"454","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.07189322,7,0.01027046
"455","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.17140229,7,0.02448604
"456","Fundulus chrysotus","Golden topminnow","invertivore","2002-02-01","February",2002,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.24933438,7,0.0356192
"457","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.10985027,5,0.02197005
"458","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Taylor","Fish","Taylor Slough_Site TSD","TSD",0.00854054,7,0.00122008
"459","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0.43511857,7,0.0621598
"460","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site TSB","TSB",1.36336897,5,0.27267379
"461","Fundulus chrysotus","Golden topminnow","invertivore","2002-07-01","July",2002,"Shark","Fish","Shark Slough_Site 07A","07A",0.03079087,7,0.0043987
"462","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.04959155,7,0.00708451
"463","Fundulus chrysotus","Golden topminnow","invertivore","2001-07-01","July",2001,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.03737441,7,0.0053392
"464","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 23A","23A",0.07445427,7,0.01063632
"465","Fundulus chrysotus","Golden topminnow","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.02737591,7,0.00391084
"466","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.12430918,5,0.02486184
"467","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 07A","07A",1.00978463,7,0.14425495
"468","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.5048579,7,0.07212256
"469","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 37A","37A",0.03988211,7,0.00569744
"470","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.43131566,7,0.06161652
"471","Fundulus chrysotus","Golden topminnow","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 37B","37B",1.2598669,7,0.17998099
"472","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.16354021,7,0.02336289
"473","Fundulus chrysotus","Golden topminnow","invertivore","2005-04-01","April",2005,"Shark","Fish","Shark Slough_Site 07A","07A",0.00907921,5,0.00181584
"474","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 06A","06A",0.10472534,7,0.01496076
"475","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 23B","23B",0.19688219,7,0.02812603
"476","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0,7,0
"477","Fundulus chrysotus","Golden topminnow","invertivore","2005-04-01","April",2005,"Shark","Fish","Shark Slough_Site 23A","23A",0.13103884,5,0.02620777
"478","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.52698964,7,0.07528423
"479","Fundulus chrysotus","Golden topminnow","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site TSD","TSD",0.03833367,7,0.00547624
"480","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.25515852,5,0.0510317
"481","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 07C","07C",0.17729181,7,0.0253274
"482","Fundulus chrysotus","Golden topminnow","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.04754467,7,0.0067921
"483","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.05056907,5,0.01011381
"484","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 07A","07A",0.05093094,7,0.00727585
"485","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 08A","08A",0.11668222,7,0.01666889
"486","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.35301259,5,0.07060252
"487","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.22986513,7,0.03283788
"488","Fundulus chrysotus","Golden topminnow","invertivore","2001-12-01","December",2001,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.40993193,7,0.0585617
"489","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 08C","08C",0.0092924,7,0.00132749
"490","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.14575569,7,0.02082224
"491","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Taylor","Fish","Taylor Slough_Site MDC","MDC",10.89258551,7,1.55608364
"492","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 37C","37C",0.25773793,7,0.0368197
"493","Fundulus chrysotus","Golden topminnow","invertivore","2002-07-01","July",2002,"Shark","Fish","Shark Slough_Site 08B","08B",0.05147466,7,0.00735352
"494","Fundulus chrysotus","Golden topminnow","invertivore","2004-12-01","December",2004,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.24061079,7,0.03437297
"495","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.10938926,7,0.01562704
"496","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.53864097,7,0.07694871
"497","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 07C","07C",0.35372468,7,0.0505321
"498","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 08B","08B",0.84857416,7,0.12122488
"499","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.01805786,7,0.00257969
"500","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.10989448,7,0.01569921
"501","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.01542815,7,0.00220402
"502","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.28655176,7,0.04093597
"503","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.11716358,7,0.01673765
"504","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.0619016,7,0.00884309
"505","Fundulus chrysotus","Golden topminnow","invertivore","2001-04-01","April",2001,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.62921604,4,0.15730401
"506","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 07A","07A",0.31011488,7,0.04430213
"507","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.02606935,7,0.00372419
"508","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.0346791,7,0.00495416
"509","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.31176,7,0.04453714
"510","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.07889822,7,0.01127117
"511","Fundulus chrysotus","Golden topminnow","invertivore","2001-04-01","April",2001,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.90084925,3,0.30028308
"512","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.23292489,7,0.03327498
"513","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 07B","07B",0.4724132,7,0.0674876
"514","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 37A","37A",0.14759243,5,0.02108463
"515","Fundulus chrysotus","Golden topminnow","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 07C","07C",0.25591847,7,0.03655978
"516","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 07A","07A",0.16132897,7,0.023047
"517","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.05725035,7,0.00817862
"518","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 23B","23B",0.61875606,7,0.08839372
"519","Fundulus chrysotus","Golden topminnow","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 08B","08B",0.1393156,7,0.01990223
"520","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Shark","Fish","Shark Slough_Site 07C","07C",0.28626638,7,0.0408952
"521","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.85630772,7,0.12232967
"522","Fundulus chrysotus","Golden topminnow","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 06C","06C",1.42840481,7,0.20405783
"523","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 08B","08B",0.48168529,7,0.06881218
"524","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.49695409,7,0.07099344
"525","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 37B","37B",0.27289769,7,0.03898538
"526","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.10619903,7,0.01517129
"527","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.41646533,7,0.05949505
"528","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.84699229,7,0.1209989
"529","Fundulus chrysotus","Golden topminnow","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.15233145,7,0.02176164
"530","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0.01753547,7,0.00250507
"531","Fundulus chrysotus","Golden topminnow","invertivore","2001-02-01","February",2001,"Shark","Fish","Shark Slough_Site 08C","08C",0.69733226,7,0.09961889
"532","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site MDE","MDE",0.01915827,7,0.0027369
"533","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.01844635,7,0.00263519
"534","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.29419191,7,0.04202742
"535","Fundulus chrysotus","Golden topminnow","invertivore","2005-02-01","February",2005,"Shark","Fish","Shark Slough_Site 08C","08C",0.04481691,7,0.00640242
"536","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.19310531,7,0.02758647
"537","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site TSA","TSA",1.7617282,7,0.25167546
"538","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 06A","06A",0.22752827,7,0.03250404
"539","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 07A","07A",0.49040498,7,0.07005785
"540","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 37B","37B",0.40066636,7,0.05723805
"541","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Shark","Fish","Shark Slough_Site 23A","23A",0.30751797,7,0.04393114
"542","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.15817332,7,0.02259619
"543","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 37C","37C",0.11704542,7,0.01672077
"544","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.13649394,7,0.01949913
"545","Fundulus chrysotus","Golden topminnow","invertivore","2002-07-01","July",2002,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.01812308,7,0.00258901
"546","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 07A","07A ",0.29955392,7,0.04279342
"547","Fundulus chrysotus","Golden topminnow","invertivore","2005-04-01","April",2005,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.00443363,5,0.00088673
"548","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.00923863,7,0.0013198
"549","Fundulus chrysotus","Golden topminnow","invertivore","2002-07-01","July",2002,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.01594986,7,0.00227855
"550","Fundulus chrysotus","Golden topminnow","invertivore","2001-12-01","December",2001,"Shark","Fish","Shark Slough_Site 08A","08A",0.46578888,7,0.06654127
"551","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 23A","23A",0.10855726,7,0.01550818
"552","Fundulus chrysotus","Golden topminnow","invertivore","2004-07-01","July",2004,"Shark","Fish","Shark Slough_Site 07B","07B",0.095,7,0.01357143
"553","Fundulus chrysotus","Golden topminnow","invertivore","2002-02-01","February",2002,"Taylor","Fish","Taylor Slough_Site MDB","MDB",0.96982059,7,0.1385458
"554","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 37A","37A",0.535918,7,0.07655971
"555","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.21176332,5,0.04235266
"556","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.5690052,7,0.08128646
"557","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 08A","08A",0.4588389,7,0.06554841
"558","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site MDC","MDC",1.17410229,7,0.1677289
"559","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Taylor","Fish","Taylor Slough_Site MDA","MDA",0.04593997,7,0.00656285
"560","Fundulus chrysotus","Golden topminnow","invertivore","2004-07-01","July",2004,"Shark","Fish","Shark Slough_Site 23A","23A",1.13574827,7,0.16224975
"561","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 06B","06B",0.45726563,7,0.06532366
"562","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 08B","08B",0.06603781,7,0.00943397
"563","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 23A","23A",0.01362026,7,0.00194575
"564","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 37B","37B",0.02590186,7,0.00370027
"565","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 08B","08B",0.03845484,7,0.00549355
"566","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.05844086,7,0.00834869
"567","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Taylor","Fish","Taylor Slough_Site MDD","MDD",0.67976651,7,0.0971095
"568","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Shark","Fish","Shark Slough_Site 06C","06C",0.09861486,7,0.01408784
"569","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 37A","37A",0.39078566,7,0.05582652
"570","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 08A","08A",0.28446205,7,0.04063744
"571","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 37B","37B",0.04452402,7,0.00636057
"572","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 37A","37A",0.09788283,7,0.01398326
"573","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 06A","06A",0.09553208,7,0.01364744
"574","Fundulus chrysotus","Golden topminnow","invertivore","2001-12-01","December",2001,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.11766051,7,0.01680864
"575","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Taylor","Fish","Taylor Slough_Site TSE","TSE",0.59320048,7,0.08474293
"576","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.124208,7,0.017744
"577","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 08B","08B",0.96141937,7,0.13734562
"578","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.00752922,7,0.0010756
"579","Fundulus chrysotus","Golden topminnow","invertivore","2004-07-01","July",2004,"Shark","Fish","Shark Slough_Site 06C","06C",0.41705341,7,0.05957906
"580","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 06A","06A",0.16166908,7,0.02309558
"581","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.58223379,7,0.08317626
"582","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 23C","23C",0.1916097,7,0.02737281
"583","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 06B","06B",0.18663527,7,0.02666218
"584","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 37A","37A",0.33146894,7,0.04735271
"585","Fundulus chrysotus","Golden topminnow","invertivore","2004-04-01","April",2004,"Taylor","Fish","Taylor Slough_Site CPC","CPC",0.08922135,5,0.01784427
"586","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 08A","08A",0.44634281,7,0.06376326
"587","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.44421056,7,0.06345865
"588","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 08C","08C",0.60373695,7,0.08624814
"589","Fundulus chrysotus","Golden topminnow","invertivore","2000-07-01","July",2000,"Shark","Fish","Shark Slough_Site 07C","07C",0.36954928,7,0.05279275
"590","Fundulus chrysotus","Golden topminnow","invertivore","2003-04-01","April",2003,"Shark","Fish","Shark Slough_Site 07C","07C",0.03136077,7,0.00448011
"591","Fundulus chrysotus","Golden topminnow","invertivore","2004-10-01","October",2004,"Shark","Fish","Shark Slough_Site 06C","06C",1.32681864,7,0.18954552
"592","Fundulus chrysotus","Golden topminnow","invertivore","2000-12-01","December",2000,"Shark","Fish","Shark Slough_Site 08B","08B",0.45063638,7,0.06437663
"593","Fundulus chrysotus","Golden topminnow","invertivore","2000-04-01","April",2000,"Shark","Fish","Shark Slough_Site 07B","07B",0.17511151,7,0.02501593
"594","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.3968503,7,0.0566929
"595","Fundulus chrysotus","Golden topminnow","invertivore","2001-09-01","September",2001,"Taylor","Fish","Taylor Slough_Site TSC","TSC",0.00908922,7,0.00129846
"596","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 23B","23B",0.11465343,7,0.01637906
"597","Fundulus chrysotus","Golden topminnow","invertivore","2002-10-01","October",2002,"Shark","Fish","Shark Slough_Site 08B","08B",0.02728635,7,0.00389805
"598","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 23B","23B",0.0752763,7,0.01075376
"599","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 07B","07B",0.36501485,7,0.05214498
"600","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Taylor","Fish","Taylor Slough_Site MDE","MDE",0.079905,7,0.011415
"601","Fundulus chrysotus","Golden topminnow","invertivore","2003-12-01","December",2003,"Shark","Fish","Shark Slough_Site 08C","08C",0.07044475,7,0.01006354
"602","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.22454954,7,0.03207851
"603","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 07C","07C",0.17827579,7,0.02546797
"604","Fundulus chrysotus","Golden topminnow","invertivore","2000-02-01","February",2000,"Shark","Fish","Shark Slough_Site 07C","07C",0.05180447,7,0.00740064
"605","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 23C","23C",0.06877846,7,0.00982549
"606","Fundulus chrysotus","Golden topminnow","invertivore","2002-02-01","February",2002,"Taylor","Fish","Taylor Slough_Site CPA","CPA",0.04028023,7,0.00575432
"607","Fundulus chrysotus","Golden topminnow","invertivore","2002-07-01","July",2002,"Shark","Fish","Shark Slough_Site 08A","08A",0.11330354,7,0.01618622
"608","Fundulus chrysotus","Golden topminnow","invertivore","2002-12-01","December",2002,"Shark","Fish","Shark Slough_Site 37B","37B",0.06395355,7,0.00913622
"609","Fundulus chrysotus","Golden topminnow","invertivore","2003-10-01","October",2003,"Taylor","Fish","Taylor Slough_Site CPB","CPB",0.00670537,7,0.00095791
"610","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 06B","06B",0.28352559,7,0.04050366
"611","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site TSA","TSA",0.17663687,5,0.03532737
"612","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Taylor","Fish","Taylor Slough_Site MDC","MDC",0.42372785,5,0.08474557
"613","Fundulus chrysotus","Golden topminnow","invertivore","2002-04-01","April",2002,"Shark","Fish","Shark Slough_Site 08A","08A",0.0201601,7,0.00288001
"614","Fundulus chrysotus","Golden topminnow","invertivore","2001-04-01","April",2001,"Shark","Fish","Shark Slough_Site 08B","08B",0.04751229,7,0.00678747
"615","Fundulus chrysotus","Golden topminnow","invertivore","2003-07-01","July",2003,"Shark","Fish","Shark Slough_Site 08C","08C",0.00486257,7,0.00069465
"616","Fundulus chrysotus","Golden topminnow","invertivore","2004-02-01","February",2004,"Shark","Fish","Shark Slough_Site 37A","37A",0.16891315,7,0.02413045
"617","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Taylor","Fish","Taylor Slough_Site MDB","MDB",1.01683561,7,0.14526223
"618","Fundulus chrysotus","Golden topminnow","invertivore","2000-10-01","October",2000,"Shark","Fish","Shark Slough_Site 37C","37C",0.59739222,7,0.08534175
"619","Fundulus chrysotus","Golden topminnow","invertivore","2003-02-01","February",2003,"Taylor","Fish","Taylor Slough_Site TSB","TSB",0.10778142,5,0.02155628
